Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 238d,44 (18-1-25 42.05%),25 (0.57),←,
18,"Cameron, Leon",17y 350d,19 (11-0-8 57.89%),8 (0.42),←,
3,"Campbell, Adrian",21y 226d,27 (11-1-15 42.59%),28 (1.04),←,
17,"Charles, Justin",19y 324d,10 (5-0-5 50.00%),,←,
20,"Coleman, Glenn",29y 196d,143 (78-1-64 54.90%),81 (0.57),18 (10-0-8 55.56%),17 (0.94)
22,"Cullen, Mark",21y 329d,23 (9-0-14 39.13%),15 (0.65),←,
26,"Del-Re, Danny",22y 187d,13 (7-0-6 53.85%),21 (1.62),←,
12,"Eppelstun, Greg",23y 275d,79 (39-1-39 50.00%),1 (0.01),←,
32,"Foster, Peter",30y 77d,126 (67-2-57 53.97%),50 (0.40),119 (64-2-53 54.62%),48 (0.40)
29,"Grant, Chris",17y 248d,20 (11-0-9 55.00%),51 (2.55),←,
7,"Hawkins, Doug",30y 105d,241 (96-3-142 40.46%),120 (0.50),←,
10,"Hunter, Mark",24y 349d,37 (15-1-21 41.89%),2 (0.05),←,
48,"Kellett, Nigel",20y 243d,4 (0-0-4 0.00%),,←,
21,"Kolyniuk, Steven",20y 44d,29 (14-1-14 50.00%),29 (1.00),←,
11,"McGuinness, Tony",26y 104d,107 (49-2-56 46.73%),105 (0.98),←,
14,"Reynolds, Keenan",21y 223d,16 (10-0-6 62.50%),1 (0.06),←,
33,"Royal, Brian",28y 249d,157 (82-2-73 52.87%),200 (1.27),←,
16,"Wallace, Terry",31y 248d,248 (146-2-100 59.27%),119 (0.48),63 (28-1-34 45.24%),16 (0.25)
24,"Wallis, Stephen",25y 295d,165 (84-2-79 51.52%),40 (0.24),←,
6,"Wigney, Stuart",21y 121d,39 (17-1-21 44.87%),17 (0.44),←,
Totals,Totals,23y 331d,1547 (769-20-758 49.71%),913 (0.59),,
C,"Wheeler, Terry",35y 158d,20 (11-0-9 55.00%),,←,
