St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",2,1,6,8,,,,2.0,1.0,,,,,,,5.0,3.0,,,,,,71.0
15,"Billings, Jack",13,5,19,32,,,,1.0,3.0,4.0,1.0,1.0,2.0,,,9.0,24.0,,,3.0,,,88.0
16,"Butler, Dan",15,9,3,18,3,2.0,,1.0,,3.0,,2.0,1.0,,,3.0,15.0,,4.0,,,1.0,90.0
31,"Byrnes, Ryan",8,9,10,18,,,,1.0,3.0,1.0,1.0,1.0,,,,2.0,16.0,1.0,,,,1.0,73.0
23,"Bytel, Jack",8,2,13,21,,,,8.0,1.0,5.0,7.0,3.0,1.0,2.0,,12.0,10.0,,,,,1.0,73.0
11,"Clark, Hunter",16,4,10,26,2,,,6.0,3.0,3.0,2.0,1.0,,1.0,,6.0,20.0,,,1.0,1.0,,81.0
1,"Coffield, Nick",10,9,7,17,1,,,1.0,1.0,1.0,,2.0,,,,6.0,11.0,1.0,1.0,,,,73.0
5,"Crouch, Brad",13,4,19,32,,,,4.0,1.0,7.0,7.0,2.0,,,,10.0,23.0,,,2.0,,,86.0
22,"Higgins, Jack",10,5,8,18,4,,,,1.0,4.0,,1.0,1.0,,,8.0,11.0,1.0,3.0,1.0,,2.0,82.0
8,"Hill, Bradley",17,3,10,27,,,,5.0,3.0,6.0,,1.0,1.0,,2.0,6.0,22.0,,,2.0,3.0,3.0,86.0
20,"Howard, Dougal",12,6,3,15,,,,1.0,4.0,,,1.0,,1.0,,3.0,9.0,1.0,,15.0,,,97.0
3,"Jones, Zak",18,8,19,37,2,1.0,,6.0,,6.0,7.0,3.0,1.0,1.0,3.0,16.0,23.0,,1.0,4.0,1.0,1.0,80.0
39,"Joyce, Darragh",10,5,2,12,,,,,3.0,,,2.0,1.0,,,2.0,10.0,,,7.0,,,93.0
12,"King, Max",10,6,4,14,2,4.0,1.0,1.0,,3.0,,4.0,1.0,1.0,,10.0,4.0,4.0,4.0,,,1.0,83.0
19,"Marshall, Rowan",11,6,4,15,2,,14.0,,,2.0,2.0,1.0,,,,9.0,7.0,1.0,3.0,3.0,,1.0,81.0
28,"Membrey, Tim",9,4,8,17,2,2.0,,,,2.0,,4.0,1.0,3.0,,7.0,10.0,1.0,2.0,2.0,,2.0,80.0
6,"Ross, Sebastian",17,6,12,29,,1.0,,3.0,3.0,4.0,3.0,1.0,2.0,,,4.0,24.0,,,,,,81.0
18,"Ryder, Paddy",3,,4,7,,,36.0,5.0,,3.0,3.0,,,,1.0,4.0,2.0,,,3.0,,,72.0
35,"Sinclair, Jack",17,6,9,26,1,1.0,,2.0,5.0,4.0,1.0,1.0,,,,8.0,15.0,,,4.0,1.0,1.0,84.0
9,"Steele, Jack",10,2,17,27,,,,5.0,1.0,5.0,6.0,3.0,2.0,1.0,,15.0,12.0,,,1.0,,1.0,80.0
29,"Webster, Jimmy",8,3,5,13,,,,,2.0,3.0,2.0,,,,,5.0,7.0,,,6.0,,,70.0
44,"Wilkie, Callum",13,7,8,21,,,,2.0,5.0,,,2.0,,,,7.0,13.0,2.0,,4.0,,,97.0
32,"Wood, Mason",,,,,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,250,110,200,450,19,14.0,51.0,54.0,40.0,66.0,42.0,36.0,14.0,10.0,6.0,157.0,291.0,12.0,18.0,58.0,6.0,15.0,
Opposition,Opposition,205,89,182,387,9,5.0,27.0,66.0,44.0,49.0,32.0,49.0,10.0,14.0,,130.0,250.0,6.0,13.0,40.0,6.0,9.0,
