North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
44,"Brayshaw, Mark",25y 179d,22 (15-0-7 68.18%),2 (0.09),←,
18,"Carey, Wayne",20y 68d,35 (20-0-15 57.14%),60 (1.71),←,
30,"Chandler, Jeff",25y 144d,45 (26-1-18 58.89%),4 (0.09),←,
27,"Crocker, Darren",24y 130d,77 (37-1-39 48.70%),48 (0.62),←,
6,"Fairley, Ian",26y 319d,121 (60-2-59 50.41%),138 (1.14),←,
31,"Gallagher, Michael",25y 86d,47 (31-1-15 67.02%),23 (0.49),31 (21-0-10 67.74%),6 (0.19)
29,"German, Peter",26y 182d,141 (71-3-67 51.42%),170 (1.21),←,
9,"Larkin, Matthew",26y 349d,143 (75-3-65 53.50%),125 (0.87),←,
35,"Longmire, John",20y 215d,66 (31-1-34 47.73%),205 (3.11),←,
4,"Martyn, Mick",22y 337d,72 (35-1-36 49.31%),5 (0.07),←,
21,"McGrath, Tim",20y 300d,5 (3-0-2 60.00%),,←,
19,"McRae, Dean",22y 264d,68 (30-1-37 44.85%),20 (0.29),←,
22,"Roberts, Mark",26y 36d,87 (32-0-55 36.78%),24 (0.28),10 (6-0-4 60.00%),5 (0.50)
3,"Rock, Anthony",20y 308d,35 (19-0-16 54.29%),37 (1.06),←,
36,"Romero, Jose",20y 2d,47 (25-0-22 53.19%),67 (1.43),←,
2,"Schwass, Wayne",22y 249d,61 (29-0-32 47.54%),29 (0.48),←,
24,"Sholl, Craig",23y 216d,39 (23-0-16 58.97%),7 (0.18),←,
17,"Staritski, Justin",21y 24d,14 (9-0-5 64.29%),3 (0.21),←,
7,"Steele, Darren",25y 112d,101 (43-1-57 43.07%),29 (0.29),←,
10,"Stevens, Anthony",20y 32d,28 (13-0-15 46.43%),6 (0.21),←,
Totals,Totals,23y 141d,1254 (627-15-612 50.00%),1002 (0.80),,
C,"Schimmelbusch, Wayne",38y 196d,40 (23-0-17 57.50%),,←,
