Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
11,"Adams, Taylor",19y 346d,31 (3-0-28 9.68%),12 (0.39),←,
21,"Buntine, Matt",19y 317d,9 (1-0-8 11.11%),,←,
18,"Cameron, Jeremy",20y 153d,37 (3-0-34 8.11%),91 (2.46),←,
3,"Coniglio, Stephen",19y 260d,30 (3-0-27 10.00%),8 (0.27),←,
1,"Davis, Phil",23y 2d,53 (14-0-39 26.42%),6 (0.11),35 (3-0-32 8.57%),5 (0.14)
22,"Edwards, Shaun",19y 262d,12 (0-0-12 0.00%),2 (0.17),←,
26,"Giles, Jonathan",25y 236d,42 (3-0-39 7.14%),32 (0.76),←,
38,"Gilham, Stephen",28y 364d,113 (63-1-49 56.19%),4 (0.04),14 (0-0-14 0.00%),
4,"Greene, Toby",19y 341d,38 (3-0-35 7.89%),12 (0.32),←,
2,"Hampton, Curtly",20y 175d,35 (2-0-33 5.71%),9 (0.26),←,
19,"Haynes, Nick",21y 106d,19 (1-0-18 5.26%),1 (0.05),←,
34,"Jaksch, Kristian",18y 329d,2 (0-0-2 0.00%),1 (0.50),←,
40,"Kennedy, Adam",21y 51d,34 (3-0-31 8.82%),1 (0.03),←,
39,"Mohr, Tim",24y 317d,35 (2-0-33 5.71%),1 (0.03),←,
9,"Scully, Tom",22y 109d,71 (16-1-54 23.24%),21 (0.30),40 (3-0-37 7.50%),15 (0.38)
5,"Shiel, Dylan",20y 176d,33 (2-0-31 6.06%),16 (0.48),←,
36,"Stewart, James",19y 181d,1 (0-0-1 0.00%),,←,
28,"Sumner, Liam",20y 16d,10 (1-0-9 10.00%),8 (0.80),←,
20,"Tomlinson, Adam",20y 22d,26 (1-0-25 3.85%),7 (0.27),←,
29,"Tyson, Dom",20y 85d,13 (1-0-12 7.69%),4 (0.31),←,
42,"Whiley, Mark",20y 274d,10 (1-0-9 10.00%),1 (0.10),←,
6,"Whitfield, Lachie",19y 45d,19 (1-0-18 5.26%),8 (0.42),←,
Totals,Totals,21y 73d,673 (124-2-547 18.42%),245 (0.36),,
C,"Sheedy, Kevin",65y 251d,678 (389-6-283 57.82%),,44 (3-0-41 6.82%),
