Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",3,,8,11,1,,,3.0,,3.0,1.0,1.0,,,,8.0,3.0,,,,,,
3,"Bartel, Jimmy",10,2,4,14,,,,4.0,2.0,2.0,5.0,1.0,,1.0,,6.0,9.0,,1.0,,,,
42,"Chambers, Paul",1,,1,2,,,4.0,2.0,1.0,,1.0,,1.0,,,3.0,,,,1.0,,,
14,"Clarke, David",13,4,9,22,,,,,3.0,1.0,2.0,2.0,1.0,1.0,,6.0,17.0,,,1.0,1.0,,
11,"Corey, Joel",14,4,8,22,,,,6.0,3.0,4.0,2.0,8.0,,1.0,,12.0,10.0,,,3.0,,,
23,"Foster, Daniel",4,1,2,6,,,,3.0,4.0,,,,1.0,,,3.0,3.0,,,2.0,,,
7,"Graham, Ben",10,9,3,13,2,3.0,,,,6.0,1.0,2.0,1.0,1.0,,7.0,6.0,4.0,4.0,1.0,,,
2,"Harley, Tom",13,3,1,14,,,,,7.0,,,1.0,1.0,,,5.0,8.0,1.0,,1.0,,,
41,"Hunt, Josh",5,3,4,9,,,,2.0,2.0,2.0,,3.0,,1.0,,4.0,5.0,1.0,,3.0,,,
20,"Johnson, Steve",9,3,4,13,1,,,2.0,,1.0,3.0,3.0,1.0,,,3.0,10.0,,1.0,1.0,,,
9,"Kelly, James",2,,1,3,,,,2.0,,1.0,,3.0,,,,3.0,,,,2.0,,,
1,"King, Steven",10,4,4,14,1,,24.0,1.0,,4.0,1.0,1.0,1.0,1.0,,2.0,12.0,,,3.0,,,
18,"Kingsley, Kent",13,5,2,15,4,2.0,,1.0,,3.0,,2.0,1.0,,,6.0,7.0,2.0,3.0,2.0,,,
45,"Ling, Cameron",12,4,6,18,2,,,3.0,1.0,3.0,4.0,4.0,,1.0,,5.0,13.0,,,1.0,,,
39,"Milburn, Darren",9,8,13,22,,,,4.0,4.0,1.0,1.0,2.0,1.0,1.0,,9.0,12.0,1.0,,4.0,,,
21,"Mooney, Cameron",3,,,3,1,1.0,,,,1.0,,,,,,2.0,,,,1.0,,,
15,"Riccardi, Peter",8,2,3,11,,2.0,,2.0,,2.0,3.0,1.0,1.0,1.0,,8.0,3.0,,,1.0,,,
33,"Rooke, Max",8,4,6,14,,,,3.0,2.0,2.0,4.0,1.0,,,,7.0,7.0,,,2.0,,,
27,"Sanderson, Brenton",7,5,4,11,,,,2.0,4.0,,1.0,2.0,,,,4.0,8.0,1.0,,2.0,,,
30,"Scarlett, Matthew",5,5,8,13,,,,3.0,5.0,,,2.0,,,,5.0,9.0,1.0,,5.0,,,
12,"Sholl, Brad",11,5,7,18,,,,1.0,4.0,2.0,4.0,2.0,,,,7.0,10.0,,,2.0,1.0,,
19,"White, Mitchell",6,3,4,10,1,1.0,,2.0,,1.0,1.0,,,,,5.0,5.0,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,74,102,278,13,11.0,28.0,46.0,42.0,39.0,34.0,41.0,10.0,9.0,,120.0,157.0,12.0,9.0,38.0,2.0,,
Opposition,Opposition,210,97,131,341,21,20.0,42.0,48.0,18.0,68.0,38.0,34.0,9.0,10.0,6.0,126.0,217.0,21.0,21.0,72.0,15.0,,
