Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 210d,62 (25-2-35 41.94%),34 (0.55),←,
50,"Ballantyne, Jon",21y 357d,3 (1-0-2 33.33%),8 (2.67),←,
35,"Baxter, Darren",26y 124d,98 (43-3-52 45.41%),16 (0.16),←,
18,"Cameron, Leon",18y 322d,35 (17-1-17 50.00%),17 (0.49),←,
20,"Coleman, Glenn",30y 168d,160 (85-2-73 53.75%),89 (0.56),35 (17-1-17 50.00%),25 (0.71)
12,"Eppelstun, Greg",24y 247d,95 (46-2-47 49.47%),1 (0.01),←,
45,"Ford, Michael",28y 283d,95 (45-2-48 48.42%),19 (0.20),←,
32,"Foster, Peter",31y 49d,144 (74-3-67 52.43%),53 (0.37),137 (71-3-63 52.92%),51 (0.37)
44,"Grant, Jamie",21y 28d,4 (1-0-3 25.00%),1 (0.25),←,
7,"Hawkins, Doug",31y 77d,259 (103-4-152 40.54%),156 (0.60),←,
43,"Hogg, Matthew",22y 212d,59 (24-2-33 42.37%),4 (0.07),←,
10,"Hunter, Mark",25y 321d,55 (22-2-31 41.82%),2 (0.04),←,
4,"Kellett, Nigel",21y 215d,14 (5-0-9 35.71%),2 (0.14),←,
8,"Kennedy, Rick",30y 222d,152 (64-2-86 42.76%),34 (0.22),←,
21,"Kolyniuk, Steven",21y 16d,38 (17-1-20 46.05%),40 (1.05),←,
39,"Liberatore, Tony",25y 160d,53 (28-1-24 53.77%),33 (0.62),←,
14,"Reynolds, Keenan",22y 195d,24 (12-0-12 50.00%),3 (0.13),←,
33,"Royal, Brian",29y 221d,169 (87-2-80 52.07%),229 (1.36),←,
6,"Wigney, Stuart",22y 93d,47 (19-1-27 41.49%),21 (0.45),←,
15,"Wynd, Scott",21y 177d,51 (21-1-29 42.16%),8 (0.16),←,
Totals,Totals,25y 2d,1617 (739-31-847 45.70%),770 (0.48),,
C,"Wheeler, Terry",36y 130d,38 (18-1-19 48.68%),,←,
