Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brown, Leigh",17,13,8,25,,,,2.0,4.0,4.0,,5.0,1.0,2.0,,3.0,21.0,,,10.0,3.0,,100.0
24,"Firrito, Michael",12,7,6,18,1,1.0,,3.0,,7.0,3.0,4.0,4.0,1.0,,10.0,9.0,,1.0,,3.0,1.0,87.0
6,"Grant, Shannon",13,4,4,17,,2.0,,1.0,,3.0,,1.0,,,,5.0,11.0,,1.0,2.0,,,88.0
15,"Green, Kasey",8,5,3,11,1,,,1.0,3.0,2.0,1.0,1.0,,1.0,,1.0,10.0,,,3.0,1.0,,78.0
31,"Hale, David",10,7,2,12,,1.0,8.0,3.0,,1.0,3.0,,1.0,,,6.0,6.0,1.0,2.0,3.0,,,80.0
39,"Harding, Leigh",12,4,1,13,3,1.0,,2.0,,6.0,,2.0,1.0,1.0,,3.0,9.0,,2.0,,3.0,,84.0
4,"Harris, Daniel",10,4,5,15,1,,,6.0,,4.0,6.0,1.0,1.0,,,6.0,8.0,,,1.0,2.0,1.0,64.0
29,"Harvey, Brent",14,5,12,26,1,,,2.0,,3.0,1.0,3.0,2.0,1.0,,7.0,18.0,,,3.0,3.0,,85.0
2,"Hay, Jonathan",8,3,5,13,,,,2.0,4.0,,,,,,,6.0,6.0,,,5.0,,,100.0
21,"Jones, Corey",12,3,5,17,2,3.0,,6.0,,2.0,1.0,2.0,3.0,2.0,,9.0,8.0,1.0,,2.0,,1.0,100.0
35,"Makepeace, Troy",12,3,5,17,,,,4.0,3.0,2.0,,,,,,4.0,11.0,,,2.0,1.0,,69.0
37,"Perry, Joel",6,2,4,10,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,4.0,6.0,,,2.0,,,82.0
20,"Petrie, Drew",10,7,5,15,,,8.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,,8.0,8.0,,,4.0,1.0,,73.0
30,"Pratt, Daniel",6,6,2,8,,,,2.0,4.0,,,2.0,1.0,,,1.0,8.0,,,2.0,,,87.0
3,"Rawlings, Brady",12,4,11,23,,,,3.0,,2.0,5.0,,,,,8.0,15.0,,,1.0,2.0,,91.0
26,"Rocca, Saverio",5,4,,5,1,2.0,1.0,,,,,2.0,,2.0,,1.0,4.0,1.0,3.0,,,1.0,82.0
32,"Sansbury, Eddie",9,8,6,15,,,,1.0,,3.0,1.0,1.0,1.0,1.0,,6.0,9.0,1.0,,,,,73.0
7,"Simpson, Adam",11,5,6,17,,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,4.0,13.0,,,1.0,,1.0,70.0
9,"Sinclair, Jess",16,8,4,20,,,,2.0,5.0,2.0,,3.0,,1.0,,1.0,20.0,,,,5.0,,78.0
23,"Thompson, Nathan",12,8,1,13,,,5.0,1.0,,3.0,1.0,2.0,1.0,,,3.0,10.0,1.0,1.0,1.0,,1.0,78.0
13,"Trotter, David",3,1,1,4,,,,3.0,,1.0,,,,,,1.0,3.0,,,,2.0,,51.0
8,"Wells, Daniel",7,1,4,11,,,,2.0,6.0,,1.0,2.0,,1.0,,6.0,6.0,,,4.0,2.0,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,112,100,325,10,11.0,24.0,48.0,34.0,52.0,29.0,36.0,21.0,17.0,,103.0,219.0,5.0,10.0,46.0,28.0,6.0,
Opposition,Opposition,197,104,101,298,14,11.0,22.0,35.0,42.0,46.0,24.0,41.0,17.0,20.0,6.0,108.0,192.0,9.0,12.0,56.0,29.0,7.0,
