Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Burns, Ronnie",3,,1,4,1,1.0,,3.0,,,,,,,,,,,,,,,
2,"Colbert, Leigh",6,3,3,9,,,2.0,3.0,,,,,2.0,2.0,,,,,,,,,
33,"Corrigan, Paul",7,4,3,10,,1.0,,1.0,,,,,1.0,4.0,,,,,,,,,
36,"Graham, Ben",2,,2,4,,,,,,,,,,,,,,,,,,,
22,"Hargreaves, Tim",1,,1,2,1,,,1.0,,,,,,,,,,,,,,,
32,"Hocking, Garry",10,2,5,15,3,,,2.0,,,,,1.0,6.0,,,,,,,,,
3,"Houlihan, Adam",11,4,3,14,2,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
13,"Kilpatrick, Glenn",27,6,9,36,,,,5.0,,,,,,2.0,,,,,,,,,
1,"King, Steven",8,3,6,14,,,16.0,2.0,,,,,1.0,1.0,,,,,,,,,
21,"Mansfield, Michael",8,7,5,13,,,,1.0,,,,,1.0,3.0,,,,,,,,,
17,"McGrath, Tim",10,5,4,14,,,,2.0,,,,,1.0,1.0,,,,,,,,,
28,"McKinnon, Martin",9,3,,9,2,,,,,,,,1.0,,,,,,,,,,
23,"Pickering, Liam",19,6,7,26,,,,1.0,,,,,,4.0,,,,,,,,,
15,"Riccardi, Peter",12,8,,12,1,1.0,,,,,,,,,,,,,,,,,
11,"Roberts, Cameron",8,3,,8,,3.0,,1.0,,,,,1.0,2.0,,,,,,,,,
27,"Sanderson, Brenton",10,3,2,12,,,,1.0,,,,,,2.0,,,,,,,,,
12,"Sholl, Brad",13,5,6,19,,,,,,,,,,,,,,,,,,,
37,"Simpson, Sean",2,2,6,8,,,,1.0,,,,,,1.0,,,,,,,,,
20,"Steinfort, Carl",9,4,7,16,1,,,1.0,,,,,,,,,,,,,,,
26,"Stoneham, Barry",11,8,3,14,,,1.0,,,,,,1.0,2.0,,,,,,,,,
10,"Tanner, Grant",8,4,6,14,,,,4.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,80,79,273,11,9.0,19.0,32.0,,,,,11.0,32.0,,,,,,,,,
Opposition,Opposition,190,74,96,286,14,12.0,21.0,23.0,,,,,32.0,11.0,6.0,,,,,,,,
