West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Barrass, Tom",6,3,2,8,,,,,3.0,,,1.0,1.0,,,3.0,5.0,1.0,,13.0,,,92.0
28,"Cole, Tom",3,,2,5,,,,1.0,,,1.0,1.0,1.0,1.0,,6.0,,,,3.0,,,92.0
15,"Cripps, Jamie",11,4,5,16,1,,,1.0,1.0,5.0,,3.0,,1.0,,4.0,13.0,,,,,,93.0
27,"Darling, Jack",9,5,4,13,2,1.0,,1.0,,2.0,,1.0,3.0,,,10.0,4.0,3.0,2.0,2.0,,2.0,96.0
14,"Duggan, Liam",15,6,,15,,,,4.0,4.0,1.0,2.0,3.0,,1.0,,4.0,10.0,,,2.0,,,81.0
25,"Hurn, Shannon",15,9,2,17,,,,,6.0,,,1.0,,,,4.0,11.0,2.0,,2.0,,,90.0
34,"Hutchings, Mark",8,3,7,15,,,,,2.0,,1.0,5.0,,4.0,,7.0,10.0,,,,,,87.0
23,"Jetta, Lewis",14,4,6,20,1,,,4.0,5.0,2.0,1.0,2.0,2.0,,,7.0,11.0,,,5.0,,,86.0
17,"Kennedy, Josh",9,6,3,12,2,4.0,,3.0,,3.0,,3.0,,1.0,,7.0,6.0,3.0,4.0,2.0,,,86.0
2,"LeCras, Mark",11,1,4,15,,2.0,,2.0,2.0,2.0,3.0,1.0,,,,7.0,8.0,,,,,2.0,90.0
29,"Lycett, Scott",3,1,7,10,,,14.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,,8.0,2.0,,,4.0,,,76.0
7,"Masten, Chris",6,,5,11,,,,3.0,,1.0,,2.0,1.0,,,2.0,10.0,,,1.0,,,85.0
20,"McGovern, Jeremy",13,9,5,18,,,,3.0,6.0,2.0,,5.0,4.0,1.0,,11.0,6.0,4.0,,8.0,,1.0,88.0
8,"Redden, Jack",23,12,9,32,1,,,3.0,3.0,2.0,4.0,1.0,,,,7.0,24.0,1.0,1.0,1.0,,,88.0
44,"Rioli, Willie",10,1,4,14,1,,,6.0,1.0,5.0,4.0,,4.0,,,8.0,7.0,,,2.0,,,78.0
1,"Ryan, Liam",12,2,3,15,2,,,,,5.0,,4.0,,1.0,,7.0,8.0,,2.0,,,,76.0
4,"Sheed, Dom",17,5,10,27,1,,,1.0,1.0,6.0,7.0,2.0,1.0,,,15.0,14.0,,,2.0,,,76.0
5,"Sheppard, Brad",2,,,2,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,16.0
13,"Shuey, Luke",13,5,6,19,,,,5.0,1.0,3.0,4.0,6.0,,4.0,,12.0,12.0,,,7.0,1.0,,88.0
19,"Vardy, Nathan",3,1,8,11,1,,14.0,2.0,,2.0,3.0,,1.0,,,10.0,2.0,1.0,,4.0,,,77.0
18,"Venables, Daniel",3,1,4,7,,1.0,,7.0,1.0,,,3.0,1.0,3.0,,6.0,4.0,,1.0,,,1.0,73.0
6,"Yeo, Elliot",23,6,13,36,,1.0,,9.0,1.0,9.0,5.0,7.0,3.0,3.0,,24.0,13.0,,,3.0,,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,229,84,109,338,12,14.0,28.0,58.0,39.0,51.0,36.0,54.0,23.0,23.0,,169.0,181.0,15.0,10.0,61.0,1.0,7.0,
Opposition,Opposition,212,71,158,370,10,10.0,49.0,64.0,35.0,51.0,37.0,64.0,23.0,23.0,,164.0,210.0,8.0,8.0,90.0,3.0,5.0,
