Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
30,"Allen, Scott",21y 207d,12 (2-0-10 16.67%),6 (0.50),←,
14,"Darcy, Luke",21y 43d,23 (6-1-16 28.26%),11 (0.48),←,
28,"Dimattina, Paul",21y 276d,12 (4-0-8 33.33%),2 (0.17),←,
32,"Ellis, Craig",21y 81d,21 (8-0-13 38.10%),,←,
3,"Grant, Chris",23y 255d,143 (70-3-70 50.00%),275 (1.92),←,
37,"Hargraves, Daniel",20y 213d,33 (13-0-20 39.39%),57 (1.73),←,
13,"Jakovich, Allen",28y 156d,54 (26-1-27 49.07%),208 (3.85),7 (1-1-5 21.43%),7 (1.00)
6,"Johnson, Brad",20y 37d,51 (19-2-30 39.22%),31 (0.61),←,
4,"Kellett, Nigel",26y 250d,96 (46-2-48 48.96%),41 (0.43),←,
2,"Kolyniuk, Steven",26y 50d,119 (58-1-60 49.16%),127 (1.07),←,
35,"Kretiuk, Steven",24y 51d,60 (32-1-27 54.17%),9 (0.15),←,
39,"Liberatore, Tony",30y 195d,172 (88-3-81 52.03%),81 (0.47),←,
22,"Quill, Peter",27y 1d,63 (31-2-30 50.79%),19 (0.30),←,
36,"Romero, Jose",25y 23d,125 (62-1-62 50.00%),118 (0.94),36 (13-1-22 37.50%),20 (0.56)
5,"Smith, Rohan",23y 85d,74 (35-2-37 48.65%),39 (0.53),←,
24,"Wallis, Stephen",31y 302d,260 (130-4-126 50.77%),57 (0.22),←,
25,"Watts, Jason",25y 26d,51 (22-1-28 44.12%),47 (0.92),←,
34,"West, Mark",23y 143d,3 (1-0-2 33.33%),,←,
7,"West, Scott",21y 284d,77 (35-1-41 46.10%),36 (0.47),←,
45,"Wira, Brad",24y 161d,21 (5-1-15 26.19%),1 (0.05),20 (5-1-14 27.50%),1 (0.05)
15,"Wynd, Scott",26y 212d,146 (69-3-74 48.29%),24 (0.16),←,
Totals,Totals,24y 180d,1616 (762-29-825 47.15%),1189 (0.74),,
C,"Wallace, Terry",37y 255d,9 (3-0-6 33.33%),,←,
