Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Blee, Nathan",2,1,3,5,,,,,,,,1.0,,1.0,,1.0,4.0,,,5.0,,,85.0
10,"Boak, Travis",17,2,15,32,1,,,3.0,1.0,8.0,6.0,2.0,1.0,1.0,1.0,16.0,17.0,,,,1.0,,87.0
5,"Broadbent, Matthew",7,2,7,14,2,1.0,1.0,1.0,2.0,2.0,1.0,,,,,5.0,9.0,,,,2.0,,73.0
1,"Cassisi, Domenic",12,3,3,15,,,,6.0,1.0,1.0,4.0,5.0,1.0,2.0,,7.0,9.0,,1.0,1.0,,,75.0
30,"Chaplin, Troy",3,1,3,6,,,,,1.0,,,1.0,,1.0,,3.0,4.0,,,5.0,,,100.0
18,"Cornes, Kane",10,3,12,22,,,,3.0,4.0,1.0,2.0,1.0,1.0,1.0,,6.0,17.0,,,,1.0,,96.0
7,"Ebert, Brad",12,5,15,27,1,,,2.0,2.0,2.0,3.0,2.0,,1.0,,10.0,18.0,,,,1.0,1.0,80.0
33,"Ebert, Brett",9,5,2,11,2,2.0,,,,3.0,1.0,,,,,4.0,7.0,1.0,2.0,1.0,,1.0,90.0
8,"Hartlett, Hamish",12,5,4,16,,,,2.0,6.0,1.0,1.0,4.0,,,,4.0,8.0,1.0,,,2.0,,93.0
23,"Lobbe, Matthew",6,3,3,9,1,1.0,15.0,3.0,,1.0,2.0,4.0,2.0,3.0,,7.0,2.0,2.0,1.0,,,,75.0
44,"Logan, Tom",7,6,10,17,,,,1.0,3.0,3.0,1.0,2.0,,1.0,,3.0,14.0,1.0,,,1.0,,93.0
35 ↑,"McCarthy, John",2,,4,6,,,,1.0,,1.0,1.0,2.0,,,,2.0,4.0,,,,,,29.0
26 ↓,"Moore, Andrew",3,2,5,8,,,,2.0,,1.0,1.0,2.0,,2.0,,2.0,6.0,,,,,,48.0
6,"Pearce, Danyle",17,,9,26,,1.0,,,5.0,1.0,4.0,2.0,,1.0,,8.0,14.0,,,,2.0,,90.0
31,"Pfeiffer, Darren",2,3,5,7,,,,2.0,2.0,,,1.0,1.0,1.0,,3.0,5.0,,,2.0,,,83.0
34,"Redden, Jarrad",5,1,5,10,,,13.0,6.0,3.0,,2.0,1.0,3.0,1.0,,7.0,3.0,,,1.0,,,69.0
15,"Rodan, David",6,3,7,13,,,,1.0,1.0,3.0,1.0,1.0,,1.0,,3.0,11.0,,,,7.0,1.0,83.0
28,"Schulz, Jay",9,8,5,14,4,1.0,,1.0,,1.0,,6.0,2.0,3.0,,6.0,8.0,1.0,6.0,1.0,,,95.0
14,"Stewart, Paul",8,4,5,13,1,,,1.0,,4.0,,2.0,,,,4.0,9.0,,1.0,1.0,1.0,5.0,86.0
21,"Thomas, Matt",5,5,10,15,,,,3.0,1.0,4.0,,2.0,1.0,2.0,,8.0,9.0,,,3.0,,1.0,84.0
12,"Trengove, Jackson",7,7,5,12,,,1.0,2.0,2.0,1.0,1.0,2.0,,,,4.0,7.0,1.0,,8.0,,,97.0
39,"Westhoff, Justin",8,6,6,14,1,1.0,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,,4.0,11.0,,1.0,1.0,,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,75,143,312,13,9.0,32.0,42.0,34.0,41.0,32.0,44.0,13.0,23.0,1.0,117.0,196.0,7.0,12.0,29.0,18.0,10.0,
Opposition,Opposition,219,112,166,385,24,15.0,37.0,57.0,25.0,63.0,36.0,30.0,23.0,13.0,5.0,119.0,266.0,7.0,16.0,39.0,5.0,17.0,
