Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
49,"Betheras, Rupert",9,3,10,19,,,,,3.0,,2.0,2.0,2.0,2.0,,9.0,10.0,,,3.0,,,
26,"Brown, Gavin",6,4,5,11,,,,1.0,,1.0,,2.0,1.0,1.0,,6.0,5.0,1.0,,,1.0,,
5,"Buckley, Nathan",29,9,7,36,3,1.0,,1.0,5.0,9.0,5.0,3.0,,,,9.0,27.0,1.0,1.0,2.0,3.0,,
17,"Burns, Scott",12,8,8,20,,,,3.0,2.0,,1.0,1.0,1.0,1.0,,9.0,11.0,2.0,1.0,1.0,,,
40,"Davis, Leon",7,2,4,11,1,,,3.0,,4.0,1.0,2.0,1.0,,,6.0,6.0,,,2.0,,,
19,"Davis, Nick",5,5,5,10,,1.0,,,1.0,2.0,,1.0,,,,6.0,4.0,3.0,1.0,,,,
46,"Dimattina, Andrew",7,3,2,9,1,,,3.0,2.0,1.0,1.0,,,,,3.0,5.0,1.0,1.0,,1.0,,
25,"Fraser, Josh",6,4,5,11,,,11.0,1.0,1.0,1.0,2.0,,3.0,1.0,,5.0,7.0,,1.0,3.0,,,
31,"Johnson, Ben",12,6,8,20,,,,,3.0,4.0,2.0,2.0,,1.0,,6.0,13.0,,,1.0,,,
18,"Licuria, Paul",16,5,5,21,,,,1.0,1.0,6.0,3.0,3.0,1.0,,,6.0,16.0,1.0,,,,,
24,"Lockyer, Tarkyn",4,2,3,7,,,,2.0,1.0,,,3.0,1.0,,,2.0,4.0,,,1.0,1.0,,
48,"Michael, Mal",5,7,9,14,,,,,2.0,,,,2.0,,,6.0,8.0,,,1.0,2.0,,
11,"OBree, Shane",21,6,7,28,,,,1.0,2.0,4.0,7.0,2.0,,1.0,,8.0,19.0,,,1.0,,,
35,"Prestigiacomo, Simon",7,2,1,8,,,,1.0,3.0,,1.0,,,1.0,,3.0,4.0,,,4.0,,,
3,"Richardson, Mark",2,1,2,4,,,3.0,1.0,1.0,1.0,,,,1.0,,2.0,2.0,,,1.0,1.0,,
23,"Rocca, Anthony",6,6,4,10,,2.0,7.0,1.0,,2.0,3.0,1.0,,3.0,,6.0,4.0,2.0,1.0,3.0,,,
36,"Rocca, Saverio",2,3,2,4,,1.0,3.0,1.0,,1.0,,,,1.0,,,4.0,,1.0,,,,
44,"Scotland, Heath",2,2,3,5,,,,1.0,,2.0,1.0,1.0,,1.0,,2.0,5.0,,,1.0,,,
22,"Shaw, Rhyce",16,6,1,17,,,,1.0,1.0,5.0,,2.0,2.0,1.0,,2.0,15.0,,,,5.0,,
20,"Tarrant, Chris",11,10,5,16,3,1.0,,1.0,,4.0,,1.0,,,,6.0,11.0,1.0,3.0,,,,
14,"Watson, Shane",6,3,4,10,,,1.0,,,1.0,,2.0,,,,2.0,8.0,,,1.0,,,
10,"Williams, Paul",22,6,8,30,2,,,1.0,4.0,4.0,3.0,3.0,2.0,1.0,,10.0,20.0,1.0,,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,103,108,321,10,8.0,25.0,24.0,32.0,52.0,32.0,31.0,16.0,16.0,,114.0,208.0,13.0,10.0,26.0,15.0,,
Opposition,Opposition,218,110,126,344,19,11.0,31.0,31.0,40.0,52.0,30.0,28.0,16.0,16.0,6.0,119.0,221.0,15.0,19.0,29.0,15.0,,
