Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",32y 267d,303 (212-3-88 70.46%),201 (0.66),←,
24,"Bews, Jed",22y 257d,30 (18-1-11 61.67%),1 (0.03),←,
46,"Blicavs, Mark",25y 152d,88 (60-1-27 68.75%),22 (0.25),←,
23,"Caddy, Josh",23y 334d,93 (51-1-41 55.38%),73 (0.78),69 (48-1-20 70.29%),56 (0.81)
18,"Cowan, Josh",25y 164d,12 (12-0-0 100.00%),5 (0.42),←,
35,"Dangerfield, Patrick",26y 144d,176 (98-0-78 55.68%),186 (1.06),22 (17-0-5 77.27%),23 (1.05)
22,"Duncan, Mitch",25y 78d,133 (100-0-33 75.19%),104 (0.78),←,
44,"Enright, Corey",34y 348d,330 (219-3-108 66.82%),66 (0.20),←,
29,"Guthrie, Cameron",24y 8d,106 (72-1-33 68.40%),34 (0.32),←,
26,"Hawkins, Tom",28y 37d,187 (140-1-46 75.13%),384 (2.05),←,
8,"Kolodjashnij, Jake",21y 18d,27 (19-1-7 72.22%),,←,
13,"Lonergan, Tom",32y 102d,184 (135-2-47 73.91%),55 (0.30),←,
4,"Mackie, Andrew",32y 20d,255 (191-1-63 75.10%),97 (0.38),←,
6,"McCarthy, Lincoln",22y 310d,22 (18-0-4 81.82%),17 (0.77),←,
27,"Menegola, Sam",24y 173d,6 (6-0-0 100.00%),6 (1.00),←,
10,"Menzel, Daniel",24y 349d,40 (33-0-7 82.50%),68 (1.70),←,
32,"Motlop, Steven",25y 168d,110 (74-1-35 67.73%),151 (1.37),←,
36,"Ruggles, Tom",24y 124d,17 (14-0-3 82.35%),,←,
14,"Selwood, Joel",28y 93d,226 (174-1-51 77.21%),136 (0.60),←,
9,"Smith, Zac",26y 187d,86 (29-0-57 33.72%),43 (0.50),21 (16-0-5 76.19%),12 (0.57)
1,"Stanley, Rhys",25y 270d,85 (40-0-45 47.06%),62 (0.73),27 (19-0-8 70.37%),22 (0.81)
7,"Taylor, Harry",30y 76d,202 (152-1-49 75.50%),43 (0.21),←,
Totals,Totals,26y 250d,2718 (1867-18-833 68.69%),1754 (0.65),,
C,"Scott, Chris",40y 116d,140 (101-1-38 72.50%),,←,
