Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Barwick, Doug",28y 187d,131 (70-1-60 53.82%),194 (1.48),55 (35-1-19 64.55%),66 (1.20)
26,"Brown, Gavin",22y 321d,72 (40-1-31 56.25%),53 (0.74),←,
21,"Christian, Michael",25y 356d,72 (38-1-33 53.47%),13 (0.18),←,
28,"Crosisca, Gavin",21y 331d,65 (40-1-24 62.31%),28 (0.43),←,
35,"Daicos, Peter",28y 326d,200 (115-2-83 58.00%),387 (1.93),←,
2,"Francis, Tony",21y 133d,9 (6-0-3 66.67%),9 (1.00),←,
3,"Gayfer, Michael",24y 360d,84 (49-0-35 58.33%),1 (0.01),←,
14,"Keays, Terry",20y 101d,19 (9-0-10 47.37%),10 (0.53),←,
23,"Kelly, Craig",24y 57d,33 (19-0-14 57.58%),17 (0.52),←,
44,"Kerrison, Shane",25y 137d,83 (47-1-35 57.23%),9 (0.11),←,
30,"Manson, James",23y 283d,81 (46-1-34 57.41%),71 (0.88),←,
34,"McGuane, Mick",22y 226d,58 (35-1-22 61.21%),26 (0.45),←,
5,"McKeown, Ron",23y 94d,80 (44-1-35 55.63%),61 (0.76),←,
42,"Millane, Darren",25y 3d,122 (68-1-53 56.15%),63 (0.52),←,
1,"Monkhorst, Damian",20y 356d,33 (22-0-11 66.67%),1 (0.03),←,
7,"Morwood, Shane",28y 254d,155 (92-1-62 59.68%),81 (0.52),138 (83-1-54 60.51%),68 (0.49)
29,"Russell, Scott",20y 97d,19 (14-0-5 73.68%),10 (0.53),←,
22,"Shaw, Tony",30y 20d,239 (135-1-103 56.69%),139 (0.58),←,
24,"Turner, Jamie",28y,120 (67-1-52 56.25%),22 (0.18),←,
19,"Wright, Graham",22y 67d,56 (36-1-19 65.18%),62 (1.11),←,
Totals,Totals,24y 167d,1731 (992-15-724 57.31%),1257 (0.73),,
C,"Matthews, Leigh",38y 164d,107 (61-1-45 57.48%),,←,
