Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",32y 64d,208 (123-2-83 59.62%),88 (0.42),←,
8,"Bond, Troy",20y 345d,12 (9-0-3 75.00%),23 (1.92),←,
21,"Bradley, Craig",30y 244d,192 (115-2-75 60.42%),145 (0.76),←,
20,"Brown, Fraser",23y 310d,79 (43-1-35 55.06%),43 (0.54),←,
39,"Christou, Ang",22y 159d,37 (25-1-11 68.92%),8 (0.22),←,
18,"Cook, James",20y 168d,10 (7-0-3 70.00%),16 (1.60),←,
35,"Dean, Peter",29y 107d,174 (108-1-65 62.36%),22 (0.13),←,
12,"Gleeson, Adrian",27y 55d,152 (93-2-57 61.84%),154 (1.01),←,
13,"Hanna, Mil",28y 80d,141 (77-2-62 55.32%),56 (0.40),←,
17,"Heaver, Brent",23y 9d,47 (32-1-14 69.15%),82 (1.74),35 (23-1-11 67.14%),70 (2.00)
33,"Hogg, Matthew",25y 185d,108 (56-3-49 53.24%),24 (0.22),49 (32-1-16 66.33%),20 (0.41)
4,"Kernahan, Stephen",30y 296d,188 (114-2-72 61.17%),555 (2.95),←,
43,"Koutoufides, Anthony",21y 157d,25 (13-1-11 54.00%),5 (0.20),←,
15,"Lynn, Tony",26y 56d,17 (10-0-7 58.82%),8 (0.47),11 (9-0-2 81.82%),3 (0.27)
44,"Madden, Justin",33y 24d,275 (169-2-104 61.82%),175 (0.64),230 (139-2-89 60.87%),155 (0.67)
5,"McKay, Andrew",23y 345d,35 (24-1-10 70.00%),8 (0.23),←,
10,"Mitchell, Barry",28y 199d,195 (87-2-106 45.13%),234 (1.20),12 (9-0-3 75.00%),12 (1.00)
14,"Sexton, Michael",23y 111d,71 (41-1-29 58.45%),6 (0.08),←,
1,"Silvagni, Stephen",27y 24d,153 (97-1-55 63.73%),113 (0.74),←,
11,"Spalding, Earl",29y 105d,159 (104-1-54 65.72%),110 (0.69),50 (34-1-15 69.00%),47 (0.94)
2,"Williams, Greg",30y 267d,193 (110-1-82 57.25%),161 (0.83),52 (34-1-17 66.35%),33 (0.63)
Totals,Totals,26y 210d,2471 (1457-27-987 58.96%),2036 (0.82),,
C,"Parkin, David",51y 285d,363 (212-2-149 58.68%),,200 (125-2-73 63.00%),
