Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",25y 167d,98 (29-1-68 30.10%),46 (0.47),43 (22-0-21 51.16%),33 (0.77)
33,"Barlow, Kris",27y 20d,35 (19-0-16 54.29%),20 (0.57),←,
22,"Bowyer, Glen",20y 220d,18 (11-0-7 61.11%),8 (0.44),←,
17,"Chick, Daniel",24y 176d,105 (48-2-55 46.67%),102 (0.97),←,
9,"Crawford, Shane",25y 330d,155 (74-2-79 48.39%),121 (0.78),←,
24,"Croad, Trent",20y 148d,58 (28-1-29 49.14%),51 (0.88),←,
19,"Dixon, Ben",23y 51d,69 (36-1-32 52.90%),101 (1.46),←,
34,"Graham, Mark",27y 144d,137 (60-2-75 44.53%),45 (0.33),←,
5,"Harford, Daniel",23y 138d,115 (51-1-63 44.78%),52 (0.45),←,
3,"Hay, Jonathan",20y 357d,59 (25-1-33 43.22%),4 (0.07),←,
2,"Holland, Nick",26y 6d,118 (52-2-64 44.92%),183 (1.55),←,
28,"Johnson, Brett",18y 281d,5 (4-0-1 80.00%),,←,
37,"Lekkas, Angelo",24y 36d,85 (35-1-49 41.76%),24 (0.28),←,
13,"Picioane, Lance",20y 58d,14 (7-0-7 50.00%),5 (0.36),10 (6-0-4 60.00%),3 (0.30)
20,"Rawlings, Jade",22y 300d,47 (21-0-26 44.68%),15 (0.32),←,
32,"Rock, Anthony",29y 310d,215 (128-1-86 59.77%),154 (0.72),37 (20-1-16 55.41%),16 (0.43)
4,"Salmon, Paul",35y 197d,307 (164-4-139 54.07%),549 (1.79),98 (41-2-55 42.86%),40 (0.41)
11,"Smith, Joel",23y 93d,90 (45-1-44 50.56%),69 (0.77),32 (16-1-15 51.56%),18 (0.56)
29,"Tallis, Rayden",25y 56d,91 (40-0-51 43.96%),13 (0.14),←,
16,"Thompson, Nathan",22y 172d,40 (21-1-18 53.75%),59 (1.48),←,
30,"Woods, Tony",31y 33d,155 (68-2-85 44.52%),34 (0.22),124 (52-2-70 42.74%),24 (0.19)
36,"Young, Barry",30y 39d,140 (71-2-67 51.43%),68 (0.49),11 (6-0-5 54.55%),
Totals,Totals,24y 334d,2156 (1037-25-1094 48.10%),1723 (0.80),,
C,"Schwab, Peter",39y 317d,22 (12-0-10 54.55%),,←,
