Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",17,3,15,32,1,,,2.0,,,,,,2.0,,,,,,,,,
35,"Baxter, Darren",21,7,6,27,,,,1.0,,,,,1.0,3.0,,,,,,,,,
18,"Cameron, Leon",15,2,3,18,,,,2.0,,,,,,2.0,,,,,,,,,
20,"Coleman, Glenn",8,6,5,13,,,1.0,,,,,,1.0,1.0,,,,,,,,,
11,"Corcoran, Shannon",2,1,,2,,,,2.0,,,,,,1.0,,,,,,,,,
2,"Cousins, Richard",,2,3,3,,,2.0,1.0,,,,,,1.0,,,,,,,,,
12,"Eppelstun, Greg",9,4,8,17,,,,1.0,,,,,2.0,,,,,,,,,,
45,"Ford, Michael",11,5,5,16,1,,,1.0,,,,,,,,,,,,,,,
32,"Foster, Peter",7,6,2,9,,,,,,,,,,2.0,,,,,,,,,
29,"Grant, Chris",4,3,1,5,1,,,,,,,,,1.0,,,,,,,,,
7,"Hawkins, Doug",7,2,2,9,3,,,,,,,,,2.0,,,,,,,,,
43,"Hogg, Matthew",12,3,2,14,,,,4.0,,,,,1.0,,,,,,,,,,
10,"Hunter, Mark",18,5,5,23,,,,2.0,,,,,1.0,1.0,,,,,,,,,
4,"Kellett, Nigel",13,3,4,17,,,,1.0,,,,,,1.0,,,,,,,,,
8,"Kennedy, Rick",8,10,11,19,,,,4.0,,,,,2.0,2.0,,,,,,,,,
39,"Liberatore, Tony",16,1,6,22,1,,,2.0,,,,,1.0,3.0,,,,,,,,,
14,"Reynolds, Keenan",11,6,7,18,,,,,,,,,,,,,,,,,,,
33,"Royal, Brian",9,4,1,10,6,,,3.0,,,,,,3.0,,,,,,,,,
6,"Wigney, Stuart",4,1,2,6,,1.0,,1.0,,,,,1.0,,,,,,,,,,
15,"Wynd, Scott",3,5,13,16,,,13.0,1.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,79,101,296,13,2.0,16.0,28.0,,,,,12.0,26.0,,,,,,,,,
Opposition,Opposition,235,80,188,423,20,13.0,13.0,24.0,,,,,26.0,12.0,6.0,,,,,,,,
