Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Brayshaw, Angus",11,8,6,17,1,,,2.0,1.0,2.0,,,,,,3.0,14.0,1.0,1.0,2.0,,1.0,63.0
36,"Garlett, Jeff",4,2,4,8,2,1.0,,2.0,,2.0,,,1.0,,,2.0,5.0,,2.0,2.0,1.0,1.0,88.0
11,"Gawn, Max",3,3,6,9,,,38.0,,3.0,1.0,2.0,1.0,,1.0,,4.0,5.0,1.0,,,,,86.0
19,"Hannan, Mitch",8,1,6,14,,1.0,,3.0,,2.0,2.0,4.0,3.0,,,6.0,8.0,,,1.0,,2.0,83.0
43,"Harmes, James",9,3,4,13,1,,,3.0,1.0,4.0,,3.0,,,,4.0,11.0,1.0,1.0,2.0,,1.0,73.0
14,"Hibberd, Michael",13,7,10,23,,,,4.0,6.0,2.0,,4.0,1.0,1.0,,12.0,10.0,2.0,,1.0,,1.0,95.0
1,"Hogan, Jesse",10,9,5,15,6,,,1.0,,1.0,,3.0,1.0,,3.0,7.0,9.0,2.0,8.0,1.0,,1.0,86.0
29,"Hunt, Jayden",9,1,9,18,,,,5.0,1.0,2.0,3.0,6.0,1.0,,,5.0,12.0,,,2.0,2.0,,91.0
39,"Jetta, Neville",10,7,3,13,,,,2.0,2.0,1.0,,1.0,,,,4.0,8.0,1.0,,2.0,,,83.0
2,"Jones, Nathan",13,2,19,32,,,,7.0,1.0,5.0,8.0,4.0,,2.0,,13.0,17.0,,,1.0,,2.0,85.0
6,"Lewis, Jordan",12,9,13,25,,,,3.0,,5.0,3.0,1.0,,1.0,,5.0,20.0,,,2.0,,,85.0
28,"McDonald, Oscar",7,4,2,9,,,,,4.0,,,1.0,1.0,,,1.0,9.0,,,8.0,,,96.0
25,"McDonald, Tom",4,1,1,5,,,,4.0,1.0,,,1.0,,1.0,,3.0,2.0,,,5.0,,,96.0
18,"Melksham, Jake",20,7,9,29,1,1.0,,4.0,2.0,4.0,3.0,2.0,2.0,,,5.0,23.0,,1.0,1.0,1.0,2.0,85.0
30,"Neal-Bullen, Alex",7,,10,17,,,,3.0,,5.0,3.0,4.0,,1.0,,7.0,10.0,,,1.0,1.0,1.0,84.0
13,"Oliver, Clayton",8,3,22,30,,,,5.0,1.0,3.0,7.0,4.0,2.0,2.0,,16.0,14.0,1.0,,,,,75.0
21,"Pedersen, Cameron",13,7,11,24,3,2.0,9.0,3.0,,6.0,,4.0,3.0,1.0,1.0,5.0,19.0,,3.0,2.0,2.0,,92.0
5,"Petracca, Christian",6,4,16,22,1,,,3.0,,3.0,3.0,3.0,1.0,,,12.0,10.0,2.0,,,,2.0,78.0
15,"Stretch, Billy",7,6,5,12,,,,2.0,1.0,2.0,1.0,2.0,,1.0,,3.0,10.0,,,1.0,,,66.0
12,"Tyson, Dom",8,3,19,27,,,,3.0,2.0,1.0,1.0,4.0,,2.0,,14.0,14.0,,,1.0,,,68.0
23,"Vince, Bernie",8,3,2,10,1,,,3.0,2.0,,,2.0,,1.0,,2.0,9.0,,1.0,2.0,1.0,,81.0
42,"Wagner, Josh",4,2,10,14,,,,6.0,,,,3.0,,,,6.0,9.0,,1.0,1.0,1.0,,62.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,92,192,386,16,8.0,47.0,68.0,28.0,51.0,36.0,57.0,16.0,14.0,4.0,139.0,248.0,11.0,18.0,38.0,9.0,14.0,
Opposition,Opposition,210,110,169,379,14,7.0,34.0,61.0,35.0,45.0,35.0,49.0,14.0,16.0,2.0,128.0,250.0,20.0,14.0,48.0,1.0,11.0,
