Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",14,7,4,18,1,,,7.0,2.0,2.0,2.0,1.0,,1.0,,3.0,13.0,1.0,,2.0,1.0,,
38,"Baird, John",7,3,1,8,,,,,3.0,1.0,4.0,,,,,2.0,3.0,1.0,,2.0,1.0,,
22,"Burton, Matthew",1,2,1,2,,,11.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,
23,"Clayton, Shane",7,3,6,13,2,1.0,,1.0,,3.0,2.0,,1.0,,,6.0,7.0,,1.0,1.0,,,
45,"Cochrane, Stuart",6,3,3,9,,,,1.0,4.0,1.0,,,,,,4.0,4.0,,,1.0,1.0,,
2,"Colbert, Leigh",9,5,1,10,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,4.0,6.0,1.0,,1.0,,,
6,"Grant, Shannon",5,4,2,7,,1.0,,2.0,,2.0,1.0,1.0,,1.0,,3.0,4.0,,1.0,,,,
39,"Harding, Leigh",12,5,,12,1,2.0,,1.0,,4.0,2.0,1.0,1.0,,,3.0,6.0,2.0,1.0,,,,
29,"Harvey, Brent",7,,4,11,,,,1.0,,1.0,1.0,5.0,,1.0,,5.0,5.0,,,,1.0,,
34,"King, David",15,4,5,20,1,1.0,,1.0,1.0,4.0,3.0,4.0,1.0,,,5.0,12.0,,1.0,1.0,1.0,,
35,"Makepeace, Troy",13,4,2,15,,1.0,,4.0,2.0,1.0,1.0,,1.0,,,5.0,9.0,,,,,,
5,"McCartney, Jason",8,4,3,11,,,,1.0,5.0,1.0,,2.0,1.0,,,4.0,7.0,,,,,,
32,"Morrell, Digby",5,2,2,7,1,1.0,,3.0,,4.0,2.0,,2.0,,,5.0,2.0,2.0,1.0,,,,
19,"Motlop, Daniel",3,,4,7,1,1.0,1.0,,,,2.0,1.0,,1.0,,6.0,1.0,,,1.0,,,
44,"Motlop, Shannon",4,,,4,1,,,3.0,1.0,2.0,1.0,2.0,3.0,,,3.0,2.0,,,,,,
28,"Pickett, Byron",5,1,2,7,1,,,1.0,2.0,,1.0,5.0,1.0,2.0,,4.0,4.0,,,1.0,1.0,,
17,"Porter, Mark",10,4,3,13,,1.0,25.0,1.0,,2.0,4.0,2.0,2.0,,,9.0,4.0,2.0,1.0,5.0,,,
30,"Robbins, Ben",9,2,7,16,,,,5.0,1.0,1.0,2.0,2.0,1.0,1.0,,10.0,7.0,1.0,,1.0,,,
26,"Rocca, Saverio",6,3,5,11,1,,5.0,1.0,,5.0,1.0,1.0,2.0,,,7.0,4.0,1.0,1.0,1.0,,,
7,"Simpson, Adam",25,4,8,33,1,1.0,1.0,4.0,3.0,7.0,6.0,6.0,1.0,3.0,,15.0,16.0,1.0,,3.0,,,
10,"Stevens, Anthony",11,7,4,15,1,,,1.0,,2.0,2.0,5.0,,3.0,,6.0,8.0,1.0,1.0,2.0,2.0,,
36,"Watt, Shannon",1,,1,2,1,,1.0,,,,,1.0,,1.0,,2.0,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,67,68,251,13,12.0,44.0,39.0,25.0,44.0,38.0,41.0,19.0,16.0,,112.0,125.0,14.0,8.0,24.0,8.0,,
Opposition,Opposition,217,83,117,334,21,13.0,14.0,27.0,25.0,56.0,38.0,49.0,16.0,19.0,6.0,134.0,197.0,7.0,14.0,26.0,12.0,,
