Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",26y 48d,139 (60-3-76 44.24%),357 (2.57),←,
16,"Daniels, Brent",20y 71d,16 (11-0-5 68.75%),9 (0.56),←,
1,"Davis, Phil",28y 262d,150 (73-3-74 49.67%),6 (0.04),132 (62-3-67 48.11%),5 (0.04)
24,"de Boer, Matt",29y 70d,177 (102-4-71 58.76%),72 (0.41),39 (24-3-12 65.38%),24 (0.62)
7,"Deledio, Brett",32y 31d,264 (124-6-134 48.11%),194 (0.73),21 (14-1-6 69.05%),12 (0.57)
31,"Finlayson, Jeremy",23y 99d,24 (12-2-10 54.17%),25 (1.04),←,
4,"Greene, Toby",25y 236d,131 (57-1-73 43.89%),146 (1.11),←,
19,"Haynes, Nick",27y 1d,113 (55-3-55 50.00%),9 (0.08),←,
27,"Himmelberg, Harry",23y 11d,49 (32-1-16 66.33%),48 (0.98),←,
2,"Hopper, Jacob",22y 102d,53 (34-1-18 65.09%),21 (0.40),←,
22,"Kelly, Josh",24y 96d,106 (60-2-44 57.55%),65 (0.61),←,
40,"Kennedy, Adam",26y 311d,101 (38-0-63 37.62%),9 (0.09),←,
38,"Lloyd, Daniel",27y 90d,30 (17-3-10 61.67%),24 (0.80),←,
41,"Mumford, Shane",32y 318d,178 (115-4-59 65.73%),52 (0.29),78 (46-2-30 60.26%),13 (0.17)
36,"Perryman, Harry",20y 151d,19 (9-1-9 50.00%),3 (0.16),←,
50,"Reid, Sam",29y 193d,73 (41-3-29 58.22%),28 (0.38),63 (35-3-25 57.94%),27 (0.43)
23,"Shaw, Heath",33y 173d,291 (178-5-108 62.03%),39 (0.13),118 (68-3-47 58.90%),2 (0.02)
14,"Taranto, Tim",21y 111d,46 (29-1-16 64.13%),20 (0.43),←,
15,"Taylor, Sam",20y 14d,17 (13-0-4 76.47%),,←,
20,"Tomlinson, Adam",25y 282d,124 (52-3-69 43.15%),33 (0.27),←,
6,"Whitfield, Lachie",24y 305d,121 (57-3-61 48.35%),54 (0.45),←,
29,"Williams, Zac",24y 241d,87 (46-0-41 52.87%),21 (0.24),←,
Totals,Totals,25y 312d,2309 (1215-49-1045 52.62%),1235 (0.53),,
C,"Cameron, Leon",46y 259d,126 (69-3-54 55.95%),,←,
