Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",12,6,2,14,,,,1.0,7.0,,,1.0,1.0,,,5.0,7.0,,,2.0,,,
26,"Bickley, Mark",16,3,14,30,,2.0,,4.0,1.0,4.0,7.0,2.0,2.0,1.0,,17.0,11.0,,,4.0,,,
35,"Biglands, Rhett",3,1,1,4,,,3.0,1.0,,,,2.0,,,,3.0,2.0,1.0,,,,,
6,"Byrne, James",1,,2,3,,,,1.0,,,,,,1.0,,2.0,2.0,,,,,,
44,"Caven, Peter",4,,2,6,,,,1.0,1.0,1.0,1.0,2.0,,2.0,,3.0,3.0,,,2.0,,,
14,"Connell, Matthew",10,3,3,13,,,,4.0,,2.0,1.0,3.0,1.0,2.0,,5.0,9.0,,,5.0,,,
1,"Crowell, Andrew",3,1,6,9,2,,,1.0,,,,,1.0,,,3.0,6.0,,1.0,1.0,,,
9,"Edwards, Tyson",10,2,8,18,,,,2.0,,4.0,4.0,1.0,1.0,3.0,,14.0,5.0,1.0,,,,,
38,"Gallagher, David",8,3,1,9,,,,1.0,3.0,1.0,,3.0,,2.0,,4.0,5.0,,,2.0,,,
36,"Goodwin, Simon",23,6,9,32,3,5.0,,2.0,3.0,8.0,6.0,3.0,1.0,,,14.0,18.0,1.0,2.0,3.0,,,
34,"Hart, Ben",9,4,4,13,1,,,,2.0,,,4.0,,,,3.0,7.0,,,,,,
11,"James, Brett",3,1,2,5,,,,2.0,,,2.0,,,,,2.0,3.0,,,,,,
28,"Johnson, Kane",11,5,8,19,1,1.0,,1.0,7.0,2.0,3.0,,1.0,,,10.0,9.0,,1.0,,,,
16,"McGregor, Ken",9,4,2,11,3,2.0,,2.0,,,,1.0,4.0,,,7.0,5.0,,3.0,1.0,,,
23,"McLeod, Andrew",22,4,7,29,4,1.0,,3.0,,11.0,5.0,3.0,,1.0,3.0,10.0,19.0,,,1.0,,,
27,"OLoughlin, Ricky",4,1,4,8,,,,,,3.0,2.0,1.0,,1.0,,5.0,3.0,,,2.0,,,
22,"Perrie, Ian",2,1,4,6,,1.0,2.0,1.0,,1.0,,2.0,1.0,1.0,,4.0,2.0,,,1.0,,,
52,"Rehn, Shaun",9,3,8,17,,,37.0,2.0,3.0,4.0,5.0,1.0,,1.0,,10.0,8.0,1.0,,1.0,,,
32,"Ricciuto, Mark",17,3,15,32,,1.0,,,1.0,7.0,8.0,1.0,1.0,2.0,,10.0,21.0,,,,2.0,,
10,"Robran, Matthew",12,5,2,14,,,,1.0,3.0,1.0,,1.0,1.0,,,4.0,10.0,1.0,,1.0,,,
30,"Vardy, Peter",16,3,7,23,1,1.0,,,2.0,7.0,3.0,2.0,,,,11.0,13.0,1.0,,,,,
17,"Welsh, Scott",5,1,1,6,,2.0,,,,3.0,,,1.0,1.0,,4.0,2.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,60,112,321,15,17.0,42.0,30.0,33.0,59.0,47.0,33.0,16.0,18.0,3.0,150.0,170.0,6.0,7.0,26.0,2.0,,
Opposition,Opposition,203,57,86,289,13,12.0,38.0,20.0,34.0,55.0,46.0,32.0,18.0,16.0,3.0,155.0,125.0,11.0,14.0,21.0,1.0,,
