Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",12,4,1,13,3,,,4.0,,5.0,3.0,2.0,1.0,1.0,,8.0,5.0,,2.0,1.0,,,80.0
21,"Barlow, Michael",19,4,8,27,,2.0,1.0,5.0,2.0,2.0,5.0,4.0,1.0,,,10.0,12.0,,,,,2.0,76.0
26,"Bradley, Kepler",6,3,6,12,,,8.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,,7.0,5.0,1.0,,3.0,,,83.0
15,"Crowley, Ryan",7,5,2,9,,,,3.0,1.0,2.0,2.0,3.0,1.0,2.0,,3.0,6.0,1.0,,1.0,,,83.0
3 ↓,"Dawson, Zac",1,,2,3,,,,1.0,,,,,1.0,,,2.0,1.0,,,6.0,,,75.0
40,"de Boer, Matt",6,3,2,8,,,,4.0,,4.0,,3.0,1.0,3.0,,2.0,7.0,,1.0,,,1.0,84.0
41,"Duffield, Paul",11,7,5,16,,,,7.0,,5.0,1.0,3.0,1.0,2.0,,5.0,11.0,,,2.0,1.0,,93.0
7,"Fyfe, Nat",21,3,7,28,,,,5.0,1.0,6.0,8.0,7.0,3.0,,2.0,22.0,6.0,3.0,,2.0,,1.0,84.0
12,"Griffin, Jonathon",8,2,4,12,,,26.0,5.0,1.0,5.0,4.0,1.0,1.0,,,6.0,5.0,,,2.0,,,78.0
32,"Hill, Stephen",12,4,2,14,,1.0,,6.0,2.0,3.0,4.0,,,,,7.0,9.0,,,2.0,1.0,1.0,82.0
5,"Ibbotson, Garrick",5,2,4,9,,,,1.0,1.0,1.0,3.0,,1.0,,,6.0,3.0,1.0,,2.0,,,79.0
37,"Johnson, Michael",11,4,5,16,,,,3.0,1.0,3.0,1.0,1.0,2.0,,,10.0,6.0,2.0,,6.0,,,92.0
23,"Mayne, Chris",5,4,8,13,,,2.0,4.0,,3.0,1.0,2.0,2.0,1.0,,7.0,6.0,,,1.0,,,85.0
18,"McPharlin, Luke",10,8,3,13,,,,1.0,4.0,,,3.0,1.0,2.0,,5.0,7.0,1.0,,2.0,2.0,,95.0
9,"McPhee, Adam",9,5,6,15,,,,2.0,2.0,,1.0,2.0,1.0,1.0,,5.0,9.0,,,6.0,1.0,,98.0
16,"Mundy, David",21,5,6,27,1,1.0,,6.0,,6.0,7.0,,,,1.0,12.0,14.0,,1.0,1.0,,,80.0
13,"Mzungu, Tendai",12,1,6,18,2,,,5.0,1.0,,1.0,5.0,,1.0,,11.0,6.0,,,2.0,,,76.0
29,"Pavlich, Matthew",15,9,9,24,8,2.0,1.0,2.0,,4.0,2.0,5.0,1.0,2.0,3.0,15.0,9.0,3.0,6.0,,1.0,1.0,90.0
46,"Pearce, Clancee",11,6,9,20,1,1.0,,,4.0,2.0,3.0,,,,,8.0,13.0,,1.0,1.0,,1.0,88.0
24 ↑,"Roberton, Dylan",4,2,,4,,,,,1.0,1.0,,,,,,1.0,3.0,,,,,,21.0
34,"Spurr, Lee",13,6,5,18,,,,3.0,4.0,1.0,,2.0,2.0,,,6.0,12.0,,,3.0,,,98.0
38,"Walters, Michael",8,2,2,10,2,2.0,,4.0,,2.0,,2.0,,1.0,,4.0,4.0,,,,,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,89,102,329,17,11.0,38.0,72.0,27.0,56.0,49.0,49.0,22.0,19.0,6.0,162.0,159.0,12.0,11.0,43.0,6.0,8.0,
Opposition,Opposition,163,75,132,295,6,12.0,61.0,64.0,30.0,36.0,35.0,34.0,19.0,22.0,,123.0,171.0,11.0,3.0,45.0,2.0,3.0,
