Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Baguley, Mark",3,1,6,9,,,,6.0,,1.0,,1.0,1.0,1.0,,4.0,6.0,,,1.0,,,88.0
16,"Begley, Josh",9,6,4,13,,,,2.0,,2.0,,3.0,1.0,,,4.0,9.0,,2.0,,,1.0,85.0
2,"Bellchambers, Tom",7,3,3,10,,,33.0,,1.0,2.0,4.0,4.0,,2.0,,6.0,5.0,,1.0,3.0,,1.0,81.0
28,"Brown, Mitch",4,2,3,7,,,,,3.0,,,1.0,1.0,,,4.0,2.0,1.0,,6.0,,,89.0
6,"Daniher, Joe",9,6,3,12,2,2.0,3.0,1.0,,2.0,,2.0,3.0,,,9.0,3.0,4.0,3.0,,,,93.0
13,"Fantasia, Orazio",9,2,6,15,,2.0,,3.0,,7.0,,2.0,,,,6.0,8.0,,,,1.0,,71.0
9,"Goddard, Brendon",6,7,12,18,,,,2.0,2.0,2.0,1.0,3.0,1.0,,,5.0,14.0,,,1.0,,,88.0
15,"Green, Josh",9,2,5,14,2,,,3.0,1.0,3.0,1.0,2.0,1.0,,,10.0,4.0,1.0,1.0,,,,79.0
21,"Heppell, Dyson",16,5,5,21,,,,3.0,,3.0,4.0,3.0,2.0,,,8.0,13.0,1.0,1.0,1.0,,,90.0
26,"Hooker, Cale",5,7,7,12,1,1.0,,,2.0,1.0,,2.0,,1.0,,2.0,10.0,1.0,1.0,2.0,,,93.0
18,"Hurley, Michael",15,4,6,21,,,,,10.0,,,4.0,1.0,1.0,,3.0,14.0,,,2.0,,,93.0
43,"McDonald-Tipungwuti, Anthony",6,2,6,12,1,1.0,,4.0,,2.0,2.0,3.0,3.0,1.0,,6.0,7.0,,,,,,75.0
1,"McGrath, Andrew",11,5,9,20,,,,3.0,3.0,1.0,,4.0,,2.0,,2.0,17.0,,,1.0,1.0,,89.0
45,"McKenna, Conor",9,5,6,15,,1.0,,2.0,2.0,3.0,,5.0,,2.0,,4.0,10.0,1.0,,4.0,2.0,1.0,87.0
7,"Merrett, Zach",10,3,3,13,1,1.0,,3.0,2.0,2.0,4.0,3.0,2.0,2.0,,6.0,8.0,,1.0,1.0,,,68.0
23,"Myers, David",9,2,7,16,,,,2.0,,2.0,4.0,6.0,,4.0,,9.0,9.0,,,,,,66.0
3,"Parish, Darcy",9,2,5,14,1,,,1.0,1.0,2.0,1.0,2.0,1.0,,,3.0,11.0,,1.0,,,1.0,77.0
42,"Saad, Adam",4,2,8,12,,,,,4.0,2.0,,2.0,1.0,1.0,,3.0,8.0,1.0,,6.0,1.0,,82.0
5,"Smith, Devon",11,2,9,20,1,,,2.0,1.0,4.0,2.0,3.0,1.0,,,8.0,12.0,,,2.0,,2.0,78.0
17,"Stewart, James",6,5,1,7,2,,2.0,1.0,,2.0,,3.0,,2.0,,4.0,4.0,2.0,2.0,4.0,,1.0,83.0
25,"Stringer, Jake",6,3,10,16,1,,,2.0,1.0,1.0,3.0,3.0,,,,8.0,7.0,,,1.0,,1.0,67.0
11,"Zaharakis, David",13,4,13,26,,,,3.0,5.0,,1.0,6.0,2.0,,,10.0,15.0,,,,1.0,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,80,137,323,12,11.0,38.0,43.0,38.0,44.0,27.0,67.0,21.0,19.0,,124.0,196.0,12.0,13.0,35.0,6.0,8.0,
Opposition,Opposition,254,152,163,417,14,20.0,22.0,44.0,30.0,56.0,30.0,50.0,19.0,21.0,6.0,122.0,297.0,12.0,23.0,38.0,11.0,8.0,
