Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
13,"Blumfield, Justin",26y 208d,142 (90-1-51 63.73%),90 (0.63),13 (4-0-9 30.77%),4 (0.31)
11,"Bowden, Joel",25y 364d,161 (74-0-87 45.96%),139 (0.86),←,
7,"Brown, Nathan",26y 130d,150 (68-3-79 46.33%),227 (1.51),13 (4-0-9 30.77%),21 (1.62)
17,"Campbell, Wayne",31y 270d,268 (121-1-146 45.34%),158 (0.59),←,
6,"Chaffey, Mark",27y 44d,135 (58-0-77 42.96%),30 (0.22),←,
14,"Fiora, Aaron",23y 61d,73 (33-0-40 45.21%),23 (0.32),←,
34,"Fletcher, Simon",25y 307d,90 (42-0-48 46.67%),30 (0.33),6 (3-0-3 50.00%),
2,"Gaspar, Darren",28y 30d,189 (85-0-104 44.97%),21 (0.11),168 (78-0-90 46.43%),20 (0.12)
20,"Hall, Ray",23y 236d,60 (26-0-34 43.33%),24 (0.40),←,
1,"Hilton, Rory",25y 65d,79 (37-0-42 46.84%),47 (0.59),70 (34-0-36 48.57%),44 (0.63)
31,"Hyde, Chris",21y 315d,21 (4-0-17 19.05%),3 (0.14),←,
28,"Johnson, Kane",26y 96d,137 (66-0-71 48.18%),57 (0.42),33 (11-0-22 33.33%),13 (0.39)
27,"Krakouer, Andrew",21y 136d,47 (14-0-33 29.79%),49 (1.04),←,
35,"Newman, Chris",22y 32d,48 (14-0-34 29.17%),7 (0.15),←,
5,"Ottens, Brad",24y 146d,124 (53-0-71 42.74%),145 (1.17),←,
8,"Pettifer, Kayne",22y 149d,32 (14-0-18 43.75%),20 (0.63),←,
12,"Richardson, Matthew",29y 92d,186 (84-0-102 45.16%),553 (2.97),←,
18,"Rodan, David",20y 255d,52 (17-0-35 32.69%),37 (0.71),←,
25,"Schulz, Jay",19y 62d,15 (6-0-9 40.00%),5 (0.33),←,
10,"Stafford, Greg",29y 297d,175 (77-1-97 44.29%),110 (0.63),45 (15-0-30 33.33%),52 (1.16)
32,"Tivendale, Greg",25y 61d,116 (49-0-67 42.24%),90 (0.78),←,
36,"Zantuck, Ty",22y 125d,60 (19-0-41 31.67%),16 (0.27),←,
Totals,Totals,24y 341d,2360 (1051-6-1303 44.53%),1881 (0.80),,
C,"Frawley, Danny",40y 285d,104 (45-0-59 43.27%),,←,
