Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",20y 79d,48 (22-1-25 46.88%),61 (1.27),←,
3,"Bartel, Jimmy",20y 241d,35 (16-1-18 47.14%),11 (0.31),←,
46,"Byrnes, Shannon",20y 116d,3 (3-0-0 100.00%),1 (0.33),←,
17,"Callan, Tim",20y 208d,5 (5-0-0 100.00%),2 (0.40),←,
35,"Chapman, Paul",22y 270d,69 (33-1-35 48.55%),72 (1.04),←,
11,"Corey, Joel",22y 166d,76 (35-1-40 46.71%),25 (0.33),←,
44,"Enright, Corey",22y 322d,62 (25-1-36 41.13%),11 (0.18),←,
16,"Gardiner, Charlie",21y 153d,25 (16-0-9 64.00%),12 (0.48),←,
7,"Graham, Ben",30y 273d,212 (117-2-93 55.66%),137 (0.65),←,
2,"Harley, Tom",26y 14d,109 (56-2-51 52.29%),7 (0.06),108 (55-2-51 51.85%),6 (0.06)
41,"Hunt, Josh",22y 140d,32 (19-0-13 59.38%),3 (0.09),←,
28,"Johnson, David",22y 278d,23 (10-0-13 43.48%),5 (0.22),←,
20,"Johnson, Steve",21y 28d,33 (14-1-18 43.94%),46 (1.39),←,
1,"King, Steven",25y 253d,146 (71-1-74 48.97%),69 (0.47),←,
18,"Kingsley, Kent",25y 310d,83 (45-0-38 54.22%),163 (1.96),71 (34-0-37 47.89%),153 (2.15)
36,"Koulouriotis, Paul",22y 162d,5 (4-0-1 80.00%),,2 (2-0-0 100.00%),
45,"Ling, Cameron",23y 156d,83 (41-2-40 50.60%),37 (0.45),←,
39,"Milburn, Darren",27y 108d,136 (65-0-71 47.79%),51 (0.38),←,
21,"Mooney, Cameron",24y 310d,78 (42-1-35 54.49%),59 (0.76),67 (32-1-34 48.51%),57 (0.85)
22,"Playfair, Henry",21y 192d,19 (10-1-8 55.26%),6 (0.32),←,
30,"Scarlett, Matthew",25y 57d,109 (55-1-53 50.92%),10 (0.09),←,
40,"Wojcinski, David",23y 318d,71 (36-1-34 51.41%),20 (0.28),←,
Totals,Totals,23y 139d,1462 (740-17-705 50.62%),808 (0.55),,
C,"Thompson, Mark",40y 256d,107 (51-2-54 48.60%),,←,
