West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Antonowicz, David",1,,,1,,,,,,,,,,1.0,,,1.0,,,,,,
10,"Braun, Michael",6,3,5,11,,,,2.0,,2.0,1.0,1.0,,1.0,,4.0,7.0,,,1.0,,,
35,"Crabb, Jaxon",8,1,6,14,,,,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,9.0,5.0,,,3.0,,,
29,"Donnelly, Andrew",4,2,9,13,1,,,1.0,,2.0,3.0,1.0,,1.0,,8.0,5.0,,,1.0,,,
32,"Embley, Andrew",8,3,3,11,1,1.0,,1.0,2.0,2.0,1.0,1.0,2.0,,,3.0,6.0,,,1.0,,,
41,"Fletcher, Chad",9,2,1,10,1,,,4.0,1.0,2.0,3.0,,,1.0,,3.0,8.0,,,,,,
19,"Gardiner, Michael",13,5,8,21,1,2.0,31.0,,1.0,3.0,6.0,2.0,1.0,2.0,,9.0,9.0,1.0,2.0,,,,
23,"Glass, Darren",,1,1,1,,,,,,,,,,,,1.0,,1.0,,1.0,,,
38,"Haynes, David",4,,2,6,1,,,,,3.0,1.0,3.0,2.0,,,4.0,2.0,,,,,,
25,"Holmes, Todd",2,,4,6,,,,1.0,,,3.0,2.0,1.0,,,5.0,2.0,,,1.0,,,
27,"Jakovich, Glen",25,9,4,29,,1.0,,,2.0,6.0,1.0,4.0,,1.0,,13.0,15.0,2.0,1.0,,3.0,,
18,"Jones, Rowan",7,3,8,15,,1.0,,1.0,,1.0,3.0,2.0,2.0,2.0,,8.0,7.0,1.0,1.0,1.0,,,
2,"Kemp, Dean",14,,10,24,,,,1.0,,9.0,10.0,4.0,1.0,1.0,,14.0,11.0,,,2.0,,,
11,"McIntosh, Ashley",1,,1,2,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,
8,"Metropolis, Daniel",15,4,1,16,2,,,1.0,4.0,3.0,1.0,2.0,1.0,,,7.0,8.0,1.0,,1.0,1.0,,
5,"Morrison, Chad",10,3,9,19,1,,,2.0,2.0,,5.0,4.0,2.0,1.0,,12.0,7.0,,1.0,1.0,2.0,,
36,"Read, Phillip",12,5,8,20,1,,,2.0,5.0,2.0,1.0,1.0,,,,11.0,8.0,1.0,1.0,2.0,,,
42,"Rintoul, Chad",13,5,9,22,,1.0,,2.0,6.0,2.0,1.0,4.0,,3.0,,11.0,10.0,1.0,1.0,1.0,,,
22,"Stone, Nicholas",6,2,3,9,,,1.0,2.0,3.0,,2.0,1.0,,1.0,,5.0,4.0,1.0,,1.0,,,
50,"Turnbull, Ryan",10,5,1,11,4,1.0,8.0,,,3.0,2.0,,1.0,,,4.0,6.0,1.0,4.0,1.0,,,
37,"Williams, Andrew",3,,3,6,,,,,,2.0,,,,,,3.0,1.0,,,,,,
13,"Wooden, Josh",21,4,6,27,,,,3.0,1.0,4.0,8.0,3.0,2.0,,,10.0,13.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,57,102,294,13,11.0,40.0,25.0,30.0,49.0,54.0,37.0,16.0,17.0,,144.0,136.0,10.0,11.0,20.0,6.0,,
Opposition,Opposition,226,92,128,354,27,11.0,40.0,24.0,32.0,63.0,41.0,28.0,17.0,16.0,6.0,143.0,210.0,11.0,19.0,46.0,24.0,,
