Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",24y 9d,72 (49-1-22 68.75%),35 (0.49),←,
18,"Betts, Eddie",31y 237d,290 (140-3-147 48.79%),555 (1.91),106 (65-0-41 61.32%),265 (2.50)
16,"Brown, Luke",25y 302d,130 (76-1-53 58.85%),12 (0.09),←,
25,"Cheney, Kyle",28y 330d,82 (51-0-31 62.20%),2 (0.02),41 (27-0-14 65.85%),
5,"Crouch, Matt",23y 91d,85 (54-1-30 64.12%),18 (0.21),←,
39,"Doedee, Tom",21y 142d,17 (9-0-8 52.94%),1 (0.06),←,
7,"Gallucci, Jordan",20y 78d,12 (8-0-4 66.67%),9 (0.75),←,
6,"Gibbs, Bryce",29y 128d,248 (104-2-142 42.34%),145 (0.58),17 (9-0-8 52.94%),8 (0.47)
1,"Greenwood, Hugh",26y 137d,32 (19-1-12 60.94%),20 (0.63),←,
24,"Jacobs, Sam",30y 102d,191 (107-1-83 56.28%),48 (0.25),174 (100-1-73 57.76%),45 (0.26)
4,"Jenkins, Josh",29y 163d,131 (77-1-53 59.16%),258 (1.97),←,
42,"Keath, Alex",26y 182d,8 (5-1-2 68.75%),,←,
8,"Kelly, Jake",23y 181d,50 (29-1-20 59.00%),,←,
3,"Knight, Riley",23y 116d,35 (26-1-8 75.71%),25 (0.71),←,
29,"Laird, Rory",24y 204d,116 (71-1-44 61.64%),11 (0.09),←,
27,"Lynch, Tom",27y 309d,118 (74-1-43 63.14%),167 (1.42),112 (70-1-41 62.95%),163 (1.46)
41,"McGovern, Mitch",23y 283d,45 (32-1-12 72.22%),65 (1.44),←,
30,"Milera, Wayne",20y 310d,38 (25-1-12 67.11%),14 (0.37),←,
44,"Murphy, Lachlan",19y 229d,8 (5-0-3 62.50%),8 (1.00),←,
11,"Seedsman, Paul",26y 180d,85 (49-1-35 58.24%),42 (0.49),36 (22-1-13 62.50%),25 (0.69)
9,"Sloane, Rory",28y 126d,173 (102-1-70 59.25%),109 (0.63),←,
12,"Talia, Daniel",26y 292d,162 (97-1-64 60.19%),6 (0.04),←,
Totals,Totals,25y 204d,2128 (1209-21-898 56.81%),1550 (0.73),,
C,"Pyke, Don",49y 228d,66 (43-1-22 65.91%),,←,
