Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",15,1,10,25,2,,,1.0,,,,,2.0,3.0,,,,,,,,,
38,"Barrow, Gary",10,4,3,13,,,,2.0,,,,,2.0,,,,,,,,,,
18,"Cameron, Leon",23,6,4,27,1,2.0,,3.0,,,,,1.0,,1.0,,,,,,,,
11,"Corcoran, Shannon",15,2,5,20,,,,2.0,,,,,1.0,2.0,,,,,,,,,
31,"Darcy, Anthony",5,,,5,1,,,,,,,,2.0,,,,,,,,,,
26,"Del-Re, Danny",1,1,,1,,1.0,1.0,1.0,,,,,,,,,,,,,,,
29,"Grant, Chris",9,5,1,10,3,,,1.0,,,,,,1.0,,,,,,,,,
28,"Grgic, Ilija",10,2,5,15,1,1.0,5.0,,,,,,3.0,,,,,,,,,,
7,"Hawkins, Doug",6,2,3,9,2,3.0,,1.0,,,,,,,,,,,,,,,
10,"Hunter, Mark",13,4,5,18,,,,1.0,,,,,,1.0,,,,,,,,,
4,"Kellett, Nigel",13,2,6,19,,,,4.0,,,,,,2.0,,,,,,,,,
39,"Liberatore, Tony",13,3,14,27,1,2.0,,10.0,,,,,3.0,,,,,,,,,,
43,"Nicholson, Brad",13,3,3,16,,,,2.0,,,,,2.0,1.0,,,,,,,,,
22,"Quill, Peter",9,2,11,20,,,,2.0,,,,,1.0,,,,,,,,,,
33,"Royal, Brian",2,,2,4,,1.0,,1.0,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",14,5,1,15,,,,1.0,,,,,1.0,5.0,,,,,,,,,
42,"Thorpe, Alan",4,2,2,6,,2.0,,2.0,,,,,,,,,,,,,,,
8,"Toohey, Bernard",11,3,2,13,,,,1.0,,,,,2.0,3.0,,,,,,,,,
14,"West, Scott",19,,14,33,1,,,3.0,,,,,4.0,1.0,3.0,,,,,,,,
15,"Wynd, Scott",6,3,12,18,,,14.0,4.0,,,,,4.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,50,103,314,12,13.0,20.0,42.0,,,,,29.0,21.0,4.0,,,,,,,,
Opposition,Opposition,215,82,141,356,14,14.0,29.0,25.0,,,,,21.0,29.0,2.0,,,,,,,,
