Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",12,2,14,26,1,,,3.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",3,,4,7,,,,1.0,,,,,,1.0,,,,,,,,,
22,"Bamford, Scott",6,,8,14,1,,,1.0,,,,,,,,,,,,,,,
5,"Barker, John",8,3,3,11,,,1.0,3.0,,,,,,1.0,,,,,,,,,
1,"Boyd, Brad",15,5,11,26,,,,3.0,,,,,2.0,,,,,,,,,,
30,"Carter, Nick",6,2,12,18,,,,,,,,,,1.0,,,,,,,,,
27,"Chandler, Brett",11,3,12,23,,,,6.0,,,,,,,,,,,,,,,
31,"Dent, Matthew",13,2,6,19,,,,3.0,,,,,1.0,1.0,,,,,,,,,
28,"Doyle, Peter",3,1,6,9,,,,2.0,,,,,,2.0,,,,,,,,,
20,"Dwyer, Mick",3,1,3,6,1,,,1.0,,,,,,1.0,,,,,,,,,
10,"Hogg, Jeff",5,1,4,9,,,,1.0,,,,,,,,,,,,,,,
2,"Johnson, Chris",8,5,11,19,,,,3.0,,,,,1.0,,,,,,,,,,
25,"McCarthy, John",6,3,8,14,1,,,2.0,,,,,,,,,,,,,,,
3,"Mellington, Anthony",5,4,5,10,,2.0,1.0,4.0,,,,,,,,,,,,,,,
34,"Morton, Danny",4,1,2,6,,,,4.0,,,,,,,,,,,,,,,
4,"Paxman, Stephen",8,6,6,14,,,,1.0,,,,,,1.0,,,,,,,,,
8,"Pike, Martin",26,5,11,37,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Primus, Matthew",6,8,9,15,1,1.0,13.0,3.0,,,,,,6.0,,,,,,,,,
37,"Rombotis, John",8,3,8,16,,,,3.0,,,,,1.0,1.0,,,,,,,,,
33,"Warfe, Rowan",11,2,2,13,,,,2.0,,,,,2.0,4.0,,,,,,,,,
39,"Warry, Marty",2,,2,4,,,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,57,147,316,5,5.0,15.0,47.0,,,,,9.0,20.0,,,,,,,,,
Opposition,Opposition,218,74,103,321,13,10.0,18.0,44.0,,,,,20.0,9.0,6.0,,,,,,,,
