Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
42,"Bevan, Paul",25y 314d,118 (63-2-53 54.24%),28 (0.24),←,
24,"Bolton, Jude",30y 145d,252 (134-3-115 53.77%),121 (0.48),←,
8,"Dennis-Lane, Trent",21y 342d,3 (2-0-1 66.67%),5 (1.67),←,
37,"Goodes, Adam",30y 211d,271 (145-3-123 54.06%),307 (1.13),←,
39,"Grundy, Heath",24y 66d,65 (33-0-32 50.77%),18 (0.28),←,
4,"Hannebery, Dan",19y 164d,24 (12-0-12 50.00%),10 (0.42),←,
15,"Jack, Kieren",23y 40d,66 (31-1-34 47.73%),38 (0.58),←,
32,"Jetta, Lewis",21y 95d,15 (7-0-8 46.67%),1 (0.07),←,
12,"Kennedy, Josh",22y 48d,32 (15-0-17 46.88%),13 (0.41),19 (10-0-9 52.63%),9 (0.47)
17,"Kennelly, Tadhg",29y 37d,174 (107-1-66 61.78%),29 (0.17),←,
31,"Kirk, Brett",33y 286d,236 (128-3-105 54.87%),94 (0.40),←,
9,"Malceski, Nick",25y 357d,87 (54-1-32 62.64%),41 (0.47),←,
29,"Mattner, Martin",28y 1d,162 (90-1-71 55.86%),35 (0.22),64 (30-1-33 47.66%),21 (0.33)
21,"McGlynn, Ben",25y 1d,56 (30-0-26 53.57%),47 (0.84),12 (7-0-5 58.33%),19 (1.58)
3,"McVeigh, Jarrad",25y 122d,142 (79-2-61 56.34%),101 (0.71),←,
33,"Moore, Jarred",24y 154d,61 (34-1-26 56.56%),50 (0.82),←,
41,"Mumford, Shane",24y 33d,38 (27-0-11 71.05%),6 (0.16),17 (10-0-7 58.82%),3 (0.18)
5,"OKeefe, Ryan",29y 195d,205 (113-2-90 55.61%),205 (1.00),←,
38,"Pyke, Mike",26y 136d,21 (8-0-13 38.10%),2 (0.10),←,
25,"Richards, Ted",27y 208d,128 (69-2-57 54.69%),31 (0.24),95 (50-2-43 53.68%),12 (0.13)
2,"Shaw, Rhyce",28y 295d,134 (65-0-69 48.51%),31 (0.23),40 (17-0-23 42.50%),11 (0.28)
18,"White, Jesse",22y 210d,36 (15-1-20 43.06%),39 (1.08),←,
Totals,Totals,25y 323d,2326 (1261-23-1042 54.21%),1252 (0.54),,
C,"Roos, Paul",47y 41d,197 (112-2-83 57.36%),,←,
