St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
34,"Aitken, Ian",25y 364d,62 (40-1-21 65.32%),10 (0.16),1 (0-0-1 0.00%),
11,"Anderson, Dean",25y 287d,89 (60-0-29 67.42%),81 (0.91),6 (2-0-4 33.33%),7 (1.17)
30,"Bingham, Lawrence",23y 352d,18 (9-0-9 50.00%),,15 (8-0-7 53.33%),
21,"Bourke, Darren",23y 51d,7 (3-0-4 42.86%),8 (1.14),←,
18,"Bowey, Brett",23y 349d,73 (33-0-40 45.21%),75 (1.03),←,
3,"Burke, Nathan",23y 98d,127 (56-1-70 44.49%),38 (0.30),←,
20,"Dwyer, Mick",24y 180d,67 (23-1-43 35.07%),51 (0.76),←,
36,"Fode, Gordon",21y 283d,32 (11-0-21 34.38%),6 (0.19),←,
2,"Frawley, Danny",29y 249d,194 (67-1-126 34.79%),13 (0.07),←,
53,"Hanson, Nick",19y 236d,1 (0-0-1 0.00%),,←,
35,"Harvey, Robert",21y 267d,86 (44-1-41 51.74%),57 (0.66),←,
4,"Lockett, Tony",27y 67d,166 (62-0-104 37.35%),810 (4.88),←,
23,"Loewe, Stewart",24y 357d,147 (61-1-85 41.84%),198 (1.35),←,
5,"McAdam, Gilbert",26y 46d,44 (25-1-18 57.95%),45 (1.02),←,
28,"OBrien, Craig",23y 73d,25 (15-0-10 60.00%),21 (0.84),4 (1-0-3 25.00%),5 (1.25)
29,"Peckett, Justin",20y 222d,8 (4-0-4 50.00%),,←,
37,"Rice, Dean",25y 59d,109 (43-1-65 39.91%),41 (0.38),←,
31,"Shanahan, Jamie",25y 160d,29 (17-0-12 58.62%),,←,
7,"Winmar, Nicky",27y 232d,125 (56-0-69 44.80%),185 (1.48),←,
17,"Wittman, Chris",27y 258d,92 (68-0-24 73.91%),61 (0.66),3 (0-0-3 0.00%),
Totals,Totals,24y 210d,1501 (697-8-796 46.44%),1700 (1.13),,
C,"Sheldon, Ken",33y 135d,76 (41-1-34 54.61%),,←,
