Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",29y 263d,141 (82-0-59 58.16%),5 (0.04),77 (53-0-24 68.83%),
14,"Bergman, Miles",22y 220d,68 (45-0-23 66.18%),19 (0.28),←,
10,"Boak, Travis",35y 298d,357 (188-1-168 52.80%),204 (0.57),←,
7,"Burgoyne, Jase",20y 315d,22 (11-0-11 50.00%),2 (0.09),←,
3,"Burton, Ryan",27y 115d,149 (90-1-58 60.74%),22 (0.15),102 (65-0-37 63.73%),17 (0.17)
9,"Butters, Zak",23y 260d,104 (65-0-39 62.50%),61 (0.59),←,
33,"Byrne-Jones, Darcy",28y 248d,184 (111-0-73 60.33%),41 (0.22),←,
28,"Drew, Willem",25y 237d,92 (58-0-34 63.04%),18 (0.20),←,
6,"Farrell, Kane",25y 69d,82 (52-0-30 63.41%),45 (0.55),←,
11,"Finlayson, Jeremy",28y 106d,115 (68-3-44 60.43%),158 (1.37),49 (32-0-17 65.31%),68 (1.39)
19,"Georgiades, Mitch",22y 240d,57 (37-0-20 64.91%),77 (1.35),←,
18,"Horne-Francis, Jason",20y 339d,50 (26-0-24 52.00%),30 (0.60),33 (24-0-9 72.73%),26 (0.79)
5,"Houston, Dan",27y 13d,157 (100-0-57 63.69%),39 (0.25),←,
34,"Jones, Lachie",22y 46d,44 (25-0-19 56.82%),6 (0.14),←,
4,"Marshall, Todd",25y 230d,108 (72-0-36 66.67%),155 (1.44),←,
41,"McEntee, Jed",23y 100d,41 (26-0-15 63.41%),22 (0.54),←,
44,"Mead, Jackson",22y 238d,29 (17-0-12 58.62%),5 (0.17),←,
27,"Ratugolea, Esava",25y 306d,86 (57-1-28 66.86%),38 (0.44),11 (8-0-3 72.73%),
15,"Rioli, Willie",28y 356d,81 (52-0-29 64.20%),108 (1.33),30 (21-0-9 70.00%),48 (1.60)
1,"Rozee, Connor",24y 124d,115 (72-0-43 62.61%),105 (0.91),←,
24,"Sweet, Jordon",26y 113d,15 (11-0-4 73.33%),2 (0.13),4 (2-0-2 50.00%),
16,"Wines, Ollie",29y 231d,238 (142-0-96 59.66%),97 (0.41),←,
25,"Zerk-Thatcher, Brandon",25y 274d,62 (32-1-29 52.42%),,11 (8-0-3 72.73%),
Totals,Totals,25y 286d,2397 (1439-7-951 60.03%),1259 (0.53),,
C,"Hinkley, Ken",57y 238d,259 (156-0-103 60.23%),,←,
