Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Batchelor, Jake",6,3,4,10,,,,2.0,2.0,1.0,1.0,3.0,,2.0,,5.0,6.0,2.0,,7.0,,,87.0
30,"Conca, Reece",10,1,6,16,,,,4.0,2.0,4.0,,5.0,3.0,4.0,,6.0,10.0,,,,,,75.0
9,"Cotchin, Trent",22,6,8,30,1,2.0,,3.0,2.0,4.0,9.0,6.0,1.0,3.0,1.0,18.0,11.0,,,4.0,,,88.0
7,"Dea, Matt",10,5,6,16,,,,2.0,2.0,1.0,,1.0,,,,7.0,8.0,2.0,,3.0,,,84.0
3,"Deledio, Brett",11,1,4,15,,,,9.0,1.0,1.0,4.0,2.0,1.0,1.0,,9.0,5.0,,,,,,91.0
10,"Edwards, Shane",8,,8,16,3,1.0,,5.0,,5.0,2.0,2.0,,2.0,,9.0,6.0,,,1.0,2.0,2.0,89.0
42,"Ellis, Brandon",10,3,8,18,,,,2.0,1.0,5.0,,4.0,,1.0,,5.0,13.0,,,1.0,,,69.0
24 ↓,"Griffiths, Ben",1,2,7,8,,,,4.0,,,,,,,,2.0,6.0,,,3.0,,,66.0
6,"Grigg, Shaun",16,2,8,24,,1.0,4.0,3.0,1.0,6.0,7.0,2.0,3.0,1.0,,11.0,13.0,,,4.0,,,85.0
14,"Houli, Bachar",11,5,9,20,,,,4.0,2.0,2.0,3.0,3.0,,1.0,,9.0,10.0,,,6.0,,,88.0
23,"Jackson, Daniel",12,1,8,20,,2.0,,12.0,,4.0,1.0,3.0,1.0,2.0,,12.0,6.0,,,,,,88.0
47,"Maric, Addam",7,2,9,16,,,,1.0,,,,2.0,,1.0,,6.0,10.0,,,2.0,1.0,,73.0
20,"Maric, Ivan",7,2,4,11,,,44.0,5.0,,3.0,1.0,2.0,,1.0,,3.0,4.0,2.0,,8.0,,1.0,99.0
4,"Martin, Dustin",11,1,9,20,1,,,2.0,,5.0,2.0,5.0,,,,5.0,15.0,,,1.0,,,79.0
38,"Morris, Steven",11,1,8,19,,,,1.0,2.0,2.0,,2.0,2.0,,,10.0,7.0,,,9.0,,,87.0
26,"Nahas, Robin",8,3,4,12,1,1.0,,6.0,,2.0,,1.0,3.0,,,8.0,4.0,,,2.0,,,89.0
17,"Newman, Chris",13,4,3,16,,,,1.0,3.0,1.0,,3.0,1.0,1.0,,4.0,11.0,1.0,,2.0,,,86.0
45 ↑,"OHanlon, Brett",6,2,2,8,,,,1.0,,5.0,,,,,,1.0,7.0,1.0,,3.0,,,24.0
18,"Rance, Alex",6,1,10,16,,,,4.0,5.0,,2.0,2.0,1.0,1.0,,12.0,6.0,,,10.0,,,97.0
8,"Riewoldt, Jack",7,3,5,12,1,2.0,1.0,3.0,,1.0,2.0,2.0,,1.0,,5.0,5.0,,1.0,3.0,,,89.0
21,"Tuck, Shane",15,3,14,29,1,,3.0,8.0,3.0,4.0,9.0,2.0,1.0,,,19.0,13.0,,1.0,6.0,,,86.0
29,"Vickery, Ty",6,2,6,12,1,,9.0,2.0,,2.0,1.0,2.0,,2.0,,6.0,6.0,1.0,2.0,3.0,,2.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,53,150,364,9,12.0,61.0,84.0,26.0,58.0,44.0,54.0,17.0,24.0,1.0,172.0,182.0,9.0,4.0,78.0,3.0,5.0,
Opposition,Opposition,212,65,142,354,12,6.0,47.0,118.0,43.0,43.0,45.0,47.0,24.0,17.0,5.0,173.0,171.0,13.0,9.0,73.0,1.0,9.0,
