Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
1,"Anderson, Greg",27y 345d,129 (82-0-47 63.57%),75 (0.58),26 (15-0-11 57.69%),15 (0.58)
26,"Bickley, Mark",24y 263d,68 (35-0-33 51.47%),20 (0.29),←,
21,"Brown, David",24y 207d,38 (19-0-19 50.00%),39 (1.03),←,
19,"Chalmers, Brett",21y 1d,2 (1-0-1 50.00%),1 (0.50),←,
50,"Groom, Chris",20y 239d,11 (6-0-5 54.55%),7 (0.64),←,
34,"Hart, Ben",19y 289d,47 (25-0-22 53.19%),7 (0.15),←,
35,"Jameson, Rod",23y 298d,57 (33-0-24 57.89%),78 (1.37),←,
27,"Liptak, Matthew",23y 359d,59 (33-0-26 55.93%),80 (1.36),←,
10,"McDermott, Chris",30y 171d,71 (37-0-34 52.11%),22 (0.31),←,
11,"McGuinness, Tony",29y 353d,176 (85-2-89 48.86%),164 (0.93),67 (35-0-32 52.24%),56 (0.84)
6,"Modra, Tony",25y 54d,35 (19-0-16 54.29%),176 (5.03),←,
15,"Pittman, David",25y 60d,22 (11-0-11 50.00%),1 (0.05),←,
52,"Rehn, Shaun",22y 250d,47 (25-0-22 53.19%),14 (0.30),←,
32,"Ricciuto, Mark",18y 320d,23 (12-0-11 52.17%),9 (0.39),←,
45,"Rouvray, Paul",22y 6d,15 (10-0-5 66.67%),,←,
40,"Schwerdt, Stephen",25y 331d,18 (8-0-10 44.44%),4 (0.22),←,
7,"Smart, Nigel",24y 338d,64 (33-0-31 51.56%),35 (0.55),←,
4,"Tasker, Sean",25y 310d,29 (12-0-17 41.38%),10 (0.34),←,
12,"Tregenza, Simon",23y 46d,58 (31-0-27 53.45%),10 (0.17),←,
49,"Viska, Mark",22y 360d,18 (11-0-7 61.11%),1 (0.06),←,
33,"Weidemann, Wayne",27y 185d,42 (21-0-21 50.00%),14 (0.33),←,
Totals,Totals,24y 124d,1029 (549-2-478 53.35%),767 (0.75),,
C,"Cornes, Graham",46y 24d,72 (37-0-35 51.39%),,←,
