Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",3,1,,3,,1.0,3.0,,,,,,1.0,,,,,,,,,,
14,"Armstrong, Matt",9,1,2,11,,,,,,,,,,,,,,,,,,,
18,"Blakey, John",9,3,4,13,1,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,
17,"Broderick, Paul",7,,13,20,,,,1.0,,,,,1.0,1.0,,,,,,,,,
22,"Caven, Peter",9,3,2,11,,,1.0,1.0,,,,,2.0,,,,,,,,,,
2,"Dundas, Matthew",18,4,9,27,,1.0,,2.0,,,,,5.0,2.0,,,,,,,,,
28,"Elliott, Jamie",4,1,5,9,,,,1.0,,,,,,1.0,,,,,,,,,
7,"Gale, Michael",14,2,4,18,,,,1.0,,,,,1.0,5.0,,,,,,,,,
6,"Guard, Jeremy",5,,4,9,,,,2.0,,,,,,1.0,,,,,,,,,
11,"Lynch, Alastair",8,5,3,11,,,2.0,1.0,,,,,1.0,,,,,,,,,,
29,"Lyon, Ross",13,2,9,22,1,,1.0,2.0,,,,,2.0,3.0,,,,,,,,,
5,"McCormack, Brendan",18,8,3,21,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
21,"Morrish, Paul",7,,1,8,,,,1.0,,,,,1.0,1.0,,,,,,,,,
44,"Osborne, Richard",7,3,,7,3,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Paxman, Stephen",7,4,4,11,,,5.0,,,,,,,1.0,,,,,,,,,
1,"Roos, Paul",7,3,9,16,,,,,,,,,2.0,,,,,,,,,,
3,"Seecamp, Marcus",7,2,10,17,,,,3.0,,,,,3.0,1.0,,,,,,,,,
33,"Stephens, Brett",4,,4,8,,,1.0,,,,,,1.0,,,,,,,,,,
12,"Wheildon, Darren",3,,,3,1,,,1.0,,,,,1.0,,,,,,,,,,
8,"Wynd, Jim",13,1,9,22,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,43,95,267,8,10.0,14.0,21.0,,,,,25.0,21.0,,,,,,,,,
Opposition,Opposition,187,65,121,308,11,16.0,24.0,21.0,,,,,21.0,25.0,6.0,,,,,,,,
