Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
5,"Bond, Shane",22y 38d,54 (34-1-19 63.89%),27 (0.50),20 (10-1-9 52.50%),7 (0.35)
3,"Breuer, Shayne",24y 340d,90 (56-2-32 63.33%),93 (1.03),19 (10-1-8 55.26%),16 (0.84)
21,"Brown, David",27y 321d,85 (38-2-45 45.88%),70 (0.82),16 (7-1-8 46.88%),15 (0.94)
26,"Burgoyne, Peter",19y 199d,13 (7-1-5 57.69%),12 (0.92),←,
6,"Cummings, Scott",23y 210d,59 (35-3-21 61.86%),148 (2.51),19 (10-1-8 55.26%),65 (3.42)
28,"Daniels, Stephen",20y 347d,8 (4-1-3 56.25%),1 (0.13),←,
19,"Dickie, Donald",25y 100d,20 (10-1-9 52.50%),5 (0.25),←,
4,"Downsborough, Ian",25y 209d,26 (15-1-10 59.62%),7 (0.27),6 (3-1-2 58.33%),2 (0.33)
25,"Eagleton, Nathan",18y 279d,16 (8-1-7 53.13%),8 (0.50),←,
8,"Francis, Fabian",23y 296d,37 (15-1-21 41.89%),21 (0.57),14 (8-1-5 60.71%),4 (0.29)
10,"Francou, Josh",23y 9d,20 (10-1-9 52.50%),15 (0.75),←,
39,"Heuskes, Adam",21y 149d,69 (35-1-33 51.45%),6 (0.09),20 (10-1-9 52.50%),
38,"James, Roger",21y 299d,16 (8-1-7 53.13%),5 (0.31),←,
20,"Lade, Brendon",21y 37d,20 (10-1-9 52.50%),10 (0.50),←,
9,"Lyle, Brayden",24y 163d,44 (23-1-20 53.41%),10 (0.23),18 (9-1-8 52.78%),5 (0.28)
33,"Mead, Darren",26y 140d,20 (10-1-9 52.50%),1 (0.05),←,
14,"Paxman, Stephen",26y 255d,122 (32-1-89 26.64%),18 (0.15),20 (10-1-9 52.50%),
2,"Primus, Matthew",22y 216d,40 (11-1-28 28.75%),10 (0.25),20 (10-1-9 52.50%),5 (0.25)
24,"Squire, Damian",23y 274d,4 (1-1-2 37.50%),4 (1.00),←,
1,"Wanganeen, Gavin",24y 59d,145 (83-4-58 58.62%),77 (0.53),18 (10-1-7 58.33%),14 (0.78)
15,"Wilson, Michael",20y 268d,20 (10-1-9 52.50%),11 (0.55),←,
Totals,Totals,23y 96d,928 (455-28-445 49.03%),559 (0.60),,
C,"Cahill, John",57y 111d,67 (37-1-29 55.97%),,20 (10-1-9 52.50%),
