Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",21y 201d,35 (24-1-10 70.00%),5 (0.14),←,
5,"Boyd, Matthew",26y 242d,120 (57-2-61 48.33%),39 (0.32),←,
4,"Cross, Daniel",26y 27d,115 (54-3-58 48.26%),20 (0.17),←,
10,"Eagleton, Nathan",30y 167d,241 (111-5-125 47.10%),202 (0.84),185 (85-3-97 46.76%),157 (0.85)
13,"Giansiracusa, Daniel",27y 46d,155 (67-4-84 44.52%),158 (1.02),←,
9,"Gilbee, Lindsay",27y 292d,145 (69-2-74 48.28%),83 (0.57),←,
1,"Grant, Jarrad",19y 294d,1 (0-0-1 0.00%),,←,
16,"Griffen, Ryan",22y 273d,80 (46-1-33 58.13%),40 (0.50),←,
8,"Hahn, Mitch",27y 351d,142 (65-2-75 46.48%),118 (0.83),←,
40,"Harbrow, Jarrod",20y 282d,28 (14-1-13 51.79%),19 (0.68),←,
25,"Hargrave, Ryan",27y 274d,146 (66-4-76 46.58%),34 (0.23),←,
7,"Higgins, Shaun",21y 53d,37 (20-1-16 55.41%),42 (1.14),←,
20,"Hill, Josh",20y 97d,24 (15-1-8 64.58%),22 (0.92),←,
15,"Hudson, Ben",30y 61d,83 (51-1-31 62.05%),8 (0.10),28 (19-1-8 69.64%),2 (0.07)
6,"Johnson, Brad",32y 282d,329 (156-7-166 48.48%),522 (1.59),←,
36,"Lake, Brian",27y 58d,127 (57-2-68 45.67%),14 (0.11),←,
27,"Minson, Will",24y 15d,71 (41-1-29 58.45%),34 (0.48),←,
38,"Morris, Dale",26y 118d,92 (52-2-38 57.61%),2 (0.02),←,
2,"Murphy, Robert",26y 321d,152 (63-4-85 42.76%),128 (0.84),←,
42,"Picken, Liam",22y 268d,4 (2-0-2 50.00%),1 (0.25),←,
14,"Ward, Callan",19y 16d,11 (7-0-4 63.64%),4 (0.36),←,
12,"Williams, Tom",22y 283d,24 (13-1-10 56.25%),1 (0.04),←,
Totals,Totals,25y 33d,2162 (1050-45-1067 48.57%),1496 (0.69),,
C,"Eade, Rodney",51y 22d,250 (134-4-112 54.40%),,98 (53-2-43 55.10%),
