St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",25y 230d,106 (51-0-55 48.11%),27 (0.25),←,
36,"Bonner, Riley",27y 42d,99 (62-0-37 62.63%),14 (0.14),6 (2-0-4 33.33%),1 (0.17)
16,"Butler, Dan",27y 320d,133 (74-0-59 55.64%),153 (1.15),88 (43-0-45 48.86%),100 (1.14)
13,"Byrnes, Ryan",22y 351d,54 (28-0-26 51.85%),11 (0.20),←,
47,"Caminiti, Anthony",20y 131d,22 (10-0-12 45.45%),25 (1.14),←,
21,"Cordy, Zaine",27y 174d,138 (73-0-65 52.90%),19 (0.14),20 (10-0-10 50.00%),7 (0.35)
34,"Garcia, Hugo",18y 332d,2 (0-0-2 0.00%),1 (0.50),←,
1,"Higgins, Jack",25y 30d,108 (62-1-45 57.87%),133 (1.23),65 (32-0-33 49.23%),104 (1.60)
8,"Hill, Bradley",30y 284d,239 (140-0-99 58.58%),98 (0.41),90 (46-0-44 51.11%),19 (0.21)
3,"Jones, Zak",29y 34d,140 (72-0-68 51.43%),35 (0.25),50 (23-0-27 46.00%),12 (0.24)
19,"Marshall, Rowan",28y 146d,116 (54-0-62 46.55%),54 (0.47),←,
28,"Membrey, Tim",29y 328d,166 (76-2-88 46.39%),274 (1.65),165 (75-2-88 46.06%),274 (1.66)
10,"Owens, Mitch",20y 207d,36 (17-0-19 47.22%),34 (0.94),←,
25,"Phillipou, Mattaes",19y 113d,30 (15-0-15 50.00%),15 (0.50),←,
6,"Ross, Sebastian",30y 347d,204 (84-2-118 41.67%),34 (0.17),←,
43,"Sharman, Cooper",23y 268d,37 (17-0-20 45.95%),31 (0.84),←,
35,"Sinclair, Jack",29y 66d,170 (75-1-94 44.41%),55 (0.32),←,
9,"Steele, Jack",28y 127d,164 (72-1-91 44.21%),59 (0.36),147 (64-1-82 43.88%),50 (0.34)
14,"Stocker, Liam",24y 86d,57 (22-0-35 38.60%),2 (0.04),29 (14-0-15 48.28%),
7,"Wanganeen-Milera, Nasiah",21y 56d,47 (23-0-24 48.94%),5 (0.11),←,
44,"Wilkie, Callum",28y 39d,115 (56-0-59 48.70%),1 (0.01),←,
22,"Wilson, Darcy",18y 244d,6 (2-0-4 33.33%),5 (0.83),←,
2,"Windhager, Marcus",20y 338d,42 (20-0-22 47.62%),6 (0.14),←,
Totals,Totals,25y 60d,2231 (1105-7-1119 49.53%),1091 (0.49),,
C,"Lyon, Ross",57y 162d,335 (187-5-143 56.57%),,151 (91-4-56 61.59%),
