North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",26y 195d,73 (36-0-37 49.32%),24 (0.33),63 (29-0-34 46.03%),20 (0.32)
18,"Atley, Shaun",27y 337d,209 (103-0-106 49.28%),44 (0.21),←,
9,"Davies-Uniacke, Luke",21y 68d,25 (10-0-15 40.00%),7 (0.28),←,
14,"Dumont, Trent",25y 46d,94 (36-0-58 38.30%),25 (0.27),←,
24,"Durdin, Sam",24y 70d,21 (9-0-12 42.86%),1 (0.05),←,
22,"Goldstein, Todd",32y 45d,246 (122-1-123 49.80%),124 (0.50),←,
4,"Higgins, Shaun",32y 164d,232 (108-1-123 46.77%),223 (0.96),103 (50-0-53 48.54%),95 (0.92)
46,"Hosie, Lachlan",23y 172d,2 (0-0-2 0.00%),2 (1.00),←,
20,"Larkey, Nick",22y 70d,24 (11-0-13 45.83%),37 (1.54),←,
35,"Mahony, Jack",18y 277d,9 (1-0-8 11.11%),3 (0.33),←,
11,"McDonald, Luke",25y 188d,121 (60-0-61 49.59%),16 (0.13),←,
23,"McKay, Ben",22y 235d,10 (2-0-8 20.00%),,←,
40,"Murphy, Tom",22y 209d,6 (3-0-3 50.00%),1 (0.17),←,
8,"Scott, Bailey",20y 37d,12 (2-0-10 16.67%),10 (0.83),←,
12,"Simpkin, Jy",22y 163d,68 (28-0-40 41.18%),32 (0.47),←,
33,"Vickers-Willis, Ed",24y 140d,16 (8-0-8 50.00%),,←,
19,"Walker, Josh",27y 277d,97 (40-1-56 41.75%),71 (0.73),12 (3-0-9 25.00%),2 (0.17)
27,"Walker, Will",21y 138d,6 (2-0-4 33.33%),4 (0.67),←,
2,"Williams, Marley",27y 24d,125 (61-0-64 48.80%),11 (0.09),57 (25-0-32 43.86%),5 (0.09)
32,"Wood, Mason",26y 337d,61 (30-0-31 49.18%),73 (1.20),←,
38,"Xerri, Tristan",21y 153d,3 (0-0-3 0.00%),3 (1.00),←,
44,"Zurhaar, Cameron",22y 85d,39 (16-0-23 41.03%),43 (1.10),←,
Totals,Totals,24y 173d,1499 (688-3-808 45.90%),754 (0.50),,
C,"Shaw, Rhyce",38y 304d,24 (10-0-14 41.67%),,←,
