Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
22,"Biddiscombe, Craig",23y 299d,54 (32-1-21 60.19%),11 (0.20),20 (11-0-9 55.00%),5 (0.25)
11,"Bowden, Joel",22y 25d,77 (40-0-37 51.95%),75 (0.97),←,
17,"Broderick, Paul",30y 195d,237 (115-1-121 48.73%),154 (0.65),144 (76-1-67 53.13%),74 (0.51)
15,"Cameron, Leon",27y 318d,188 (101-3-84 54.52%),71 (0.38),16 (8-0-8 50.00%),3 (0.19)
9,"Campbell, Wayne",27y 297d,197 (90-1-106 45.94%),121 (0.61),←,
6,"Chaffey, Mark",23y 71d,55 (25-0-30 45.45%),10 (0.18),←,
10,"Daffy, Nick",27y 66d,151 (79-1-71 52.65%),174 (1.15),←,
7,"Dragicevic, Marc",19y 108d,35 (17-0-18 48.57%),21 (0.60),←,
25,"Gale, Brendon",31y 364d,219 (95-1-123 43.61%),203 (0.93),←,
2,"Gaspar, Darren",24y 57d,118 (53-0-65 44.92%),12 (0.10),97 (46-0-51 47.42%),11 (0.11)
20,"Harrison, Ben",25y 181d,73 (37-0-36 50.68%),39 (0.53),71 (35-0-36 49.30%),39 (0.55)
38,"Haynes, Ben",19y 19d,1 (1-0-0 100.00%),,←,
16,"Holland, Ben",23y 67d,84 (42-0-42 50.00%),99 (1.18),←,
23,"James, Aaron",23y 259d,51 (21-2-28 43.14%),24 (0.47),28 (12-0-16 42.86%),18 (0.64)
39,"Kellaway, Andrew",24y 236d,53 (26-0-27 49.06%),11 (0.21),←,
33,"Knights, Matthew",29y 285d,235 (97-0-138 41.28%),123 (0.52),←,
5,"Ottens, Brad",20y 173d,52 (25-0-27 48.08%),52 (1.00),←,
40,"Proctor, Lionel",20y 232d,19 (10-0-9 52.63%),4 (0.21),←,
4,"Rogers, Matthew",26y 234d,134 (71-1-62 53.36%),112 (0.84),←,
32,"Tivendale, Greg",21y 88d,31 (14-0-17 45.16%),20 (0.65),←,
29,"Torney, Jason",23y 30d,71 (35-1-35 50.00%),8 (0.11),←,
42,"Vardy, Royce",20y 74d,10 (6-0-4 60.00%),,←,
Totals,Totals,24y 134d,2145 (1032-12-1101 48.11%),1344 (0.63),,
C,"Frawley, Danny",36y 312d,19 (10-0-9 52.63%),,←,
