Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Bews, Jed",9,7,4,13,,,,4.0,5.0,1.0,2.0,4.0,,1.0,,2.0,11.0,,,1.0,,,87.0
46,"Blicavs, Mark",6,5,4,10,,,25.0,5.0,,4.0,1.0,2.0,1.0,1.0,,3.0,6.0,,2.0,,,,75.0
12,"Bowes, Jack",13,5,7,20,,1.0,,9.0,1.0,5.0,3.0,4.0,1.0,2.0,,5.0,15.0,,,,,1.0,81.0
4,"Bruhn, Tanner",9,3,7,16,,,,3.0,3.0,3.0,3.0,3.0,2.0,1.0,,6.0,10.0,,,,1.0,,62.0
5,"Cameron, Jeremy",15,8,4,19,2,2.0,,3.0,2.0,5.0,2.0,4.0,,1.0,,6.0,13.0,,1.0,,,,93.0
40 ↑,"Clohesy, Ted",2,2,2,4,,,,5.0,,1.0,,,,,,1.0,3.0,,,1.0,,,39.0
45,"Close, Brad",9,5,5,14,1,,,4.0,1.0,1.0,,4.0,,1.0,,3.0,10.0,,1.0,1.0,,,84.0
35,"Dangerfield, Patrick",8,1,4,12,1,,,2.0,,4.0,2.0,1.0,,,,7.0,5.0,1.0,1.0,,,,70.0
16,"De Koning, Sam",5,4,6,11,,,,,1.0,,,2.0,,1.0,,5.0,6.0,1.0,,7.0,,,75.0
28,"Dempsey, Oliver",8,2,10,18,3,,,5.0,,1.0,1.0,2.0,,,,8.0,9.0,,,2.0,,1.0,91.0
22,"Duncan, Mitch",16,7,6,22,,1.0,,1.0,4.0,1.0,,,,,,2.0,19.0,,1.0,2.0,,,78.0
39,"Guthrie, Zach",12,6,2,14,,,,4.0,3.0,1.0,1.0,,1.0,,,5.0,8.0,,,,,,75.0
38,"Henry, Jack",10,9,3,13,,,,,5.0,,,,1.0,,,7.0,6.0,3.0,,3.0,,,96.0
36,"Henry, Oliver",12,5,6,18,2,1.0,,1.0,,3.0,,3.0,1.0,,,11.0,7.0,2.0,3.0,,,,92.0
9,"Holmes, Max",14,5,8,22,1,,,5.0,1.0,5.0,7.0,6.0,1.0,2.0,,9.0,14.0,,,,3.0,1.0,77.0
17,"Humphries, Lawson",14,5,7,21,,1.0,,,,5.0,1.0,,1.0,,,7.0,13.0,,,2.0,,,82.0
8,"Kolodjashnij, Jake",8,4,6,14,,,,1.0,4.0,1.0,,1.0,,,,8.0,5.0,,,8.0,,,98.0
7,"Mannagh, Shaun",8,2,4,12,2,,,3.0,2.0,2.0,3.0,1.0,1.0,,,9.0,5.0,,1.0,2.0,,,79.0
32,"Miers, Gryan",11,7,10,21,,1.0,,7.0,,3.0,3.0,3.0,1.0,2.0,,9.0,12.0,,1.0,,,2.0,84.0
33,"Neale, Shannon",5,1,6,11,1,,8.0,4.0,,1.0,1.0,2.0,2.0,,,7.0,4.0,,1.0,,,1.0,79.0
23 ↓,"Rohan, Gary",3,2,,3,,,1.0,2.0,,2.0,,3.0,,1.0,,,4.0,,,1.0,,,41.0
18,"Stengle, Tyson",7,1,4,11,3,,,5.0,,3.0,2.0,3.0,,,,8.0,4.0,1.0,,1.0,1.0,1.0,86.0
44,"Stewart, Tom",26,9,6,32,,,,1.0,6.0,5.0,4.0,2.0,4.0,1.0,3.0,18.0,15.0,2.0,,3.0,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,230,105,121,351,16,10.0,34.0,74.0,38.0,57.0,36.0,50.0,17.0,14.0,3.0,146.0,204.0,10.0,12.0,34.0,5.0,7.0,
Opposition,Opposition,209,82,195,404,10,6.0,59.0,77.0,41.0,49.0,38.0,60.0,14.0,17.0,3.0,157.0,249.0,10.0,11.0,40.0,1.0,9.0,
