Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Bassett, Scott",23y 298d,14 (9-0-5 64.29%),2 (0.14),←,
19,"Bishop, Matthew",27y 23d,61 (34-1-26 56.56%),6 (0.10),43 (27-1-15 63.95%),2 (0.05)
7,"Burgoyne, Peter",24y 186d,106 (55-2-49 52.83%),118 (1.11),←,
8,"Burgoyne, Shaun",19y 286d,10 (10-0-0 100.00%),14 (1.40),←,
9,"Carr, Josh",22y 96d,56 (36-1-19 65.18%),29 (0.52),←,
25,"Cassisi, Domenic",19y 315d,3 (3-0-0 100.00%),,←,
12,"Cockatoo-Collins, Che",27y 151d,139 (83-3-53 60.79%),192 (1.38),54 (36-0-18 66.67%),83 (1.54)
35,"Cornes, Chad",22y 264d,69 (40-1-28 58.70%),72 (1.04),←,
18,"Cornes, Kane",19y 210d,15 (10-0-5 66.67%),2 (0.13),←,
42,"Crabb, Jaxon",22y 269d,16 (5-0-11 31.25%),2 (0.13),1 (1-0-0 100.00%),
17,"Dew, Stuart",22y 350d,92 (49-2-41 54.35%),138 (1.50),←,
10,"Francou, Josh",27y 361d,124 (65-3-56 53.63%),62 (0.50),←,
31,"French, Barnaby",26y 251d,55 (29-1-25 53.64%),17 (0.31),←,
34,"Guerra, Brent",20y 66d,46 (32-0-14 69.57%),31 (0.67),←,
3,"Montgomery, Brett",29y 63d,124 (77-2-45 62.90%),85 (0.69),64 (37-1-26 58.59%),31 (0.48)
14,"Paxman, Stephen",31y 242d,208 (74-2-132 36.06%),34 (0.16),106 (52-2-52 50.00%),16 (0.15)
27,"Poulton, Jared",25y 104d,51 (29-1-21 57.84%),15 (0.29),←,
1,"Primus, Matthew",27y 203d,122 (55-2-65 45.90%),54 (0.44),102 (54-2-46 53.92%),49 (0.48)
24,"Stevens, Michael",21y 269d,16 (7-0-9 43.75%),3 (0.19),←,
36,"Stevens, Nick",22y 212d,99 (54-2-43 55.56%),65 (0.66),←,
16,"Tredrea, Warren",23y 222d,100 (54-1-45 54.50%),197 (1.97),←,
2,"Wakelin, Darryl",27y 357d,156 (82-1-73 52.88%),11 (0.07),41 (29-0-12 70.73%),3 (0.07)
Totals,Totals,24y 152d,1682 (892-25-765 53.03%),1149 (0.68),,
C,"Williams, Mark",43y 347d,86 (48-1-37 56.40%),,←,
