West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ball, Jason",3,2.0,,3,,1.0,4.0,3.0,,,,,1.0,2.0,,,,,,,,,
1,"Heady, Brett",12,9.0,2.0,14,3.0,4.0,,,,,,,,2.0,,,,,,,,,
22,"Hynes, David",10,7.0,7.0,17,3.0,1.0,,1.0,,,,,,,,,,,,,,,
34,"Irving, Dean",7,2.0,7.0,14,,,5.0,,,,,,1.0,,,,,,,,,,
27,"Jakovich, Glen",9,1.0,11.0,20,,,,3.0,,,,,3.0,1.0,,,,,,,,,
2,"Kemp, Dean",27,3.0,1.0,28,,,,2.0,,,,,4.0,2.0,,,,,,,,,
15,"Laidley, Dani",10,3.0,11.0,21,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
28,"Lewis, Chris",14,2.0,4.0,18,,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
3,"Mainwaring, Chris",17,5.0,6.0,23,2.0,1.0,,1.0,,,,,4.0,,,,,,,,,,
30,"Matera, Peter",17,5.0,9.0,26,1.0,,,6.0,,,,,2.0,1.0,1.0,,,,,,,,
17,"McKenna, Guy",8,1.0,7.0,15,,,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Nichols, Trent",11,2.0,4.0,15,1.0,,,2.0,,,,,,2.0,,,,,,,,,
10,"Pyke, Don",12,1.0,9.0,21,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,
7,"Turley, Craig",9,,6.0,15,2.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
50,"Turnbull, Ryan",9,3.0,1.0,10,1.0,,4.0,,,,,,3.0,,,,,,,,,,
35,"Ugle, Troy",1,1.0,1.0,2,,,,1.0,,,,,,,,,,,,,,,
39,"Waterman, Chris",20,9.0,6.0,26,,,,2.0,,,,,1.0,2.0,,,,,,,,,
13,"Watters, Scott",7,2.0,8.0,15,,,,,,,,,3.0,,,,,,,,,,
31,"White, Mitchell",1,2.0,7.0,8,,,,2.0,,,,,2.0,,,,,,,,,,
24,"Worsfold, John",3,2.0,7.0,10,,,,2.0,,,,,2.0,,,,,,,,,,
Totals,Totals,207,62.0,114.0,321,14.0,11.0,13.0,33.0,,,,,34.0,18.0,1.0,,,,,,,,
Opposition,Opposition,198,66.0,128.0,326,14.0,14.0,28.0,33.0,,,,,19.0,32.0,5.0,,,,,,,,
