Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",26y 239d,102 (53-0-49 51.96%),18 (0.18),←,
28,"Begley, James",23y 12d,45 (12-2-31 28.89%),7 (0.16),9 (6-0-3 66.67%),
26,"Bickley, Mark",33y 364d,266 (136-0-130 51.13%),77 (0.29),←,
35,"Biglands, Rhett",25y 333d,69 (40-0-29 57.97%),24 (0.35),←,
10,"Bode, Matthew",24y 35d,68 (36-0-32 52.94%),53 (0.78),39 (25-0-14 64.10%),28 (0.72)
5,"Burns, Ronnie",30y 143d,146 (79-2-65 54.79%),257 (1.76),12 (8-0-4 66.67%),18 (1.50)
24,"Burton, Brett",25y 91d,79 (41-0-38 51.90%),112 (1.42),←,
2,"Carey, Wayne",32y 68d,254 (159-0-95 62.60%),692 (2.72),10 (7-0-3 70.00%),21 (2.10)
4,"Clarke, Matthew",29y 319d,196 (99-2-95 51.02%),29 (0.15),66 (37-0-29 56.06%),10 (0.15)
9,"Edwards, Tyson",26y 362d,169 (90-0-79 53.25%),103 (0.61),←,
36,"Goodwin, Simon",26y 220d,130 (72-0-58 55.38%),71 (0.55),←,
34,"Hart, Ben",29y 25d,267 (138-1-128 51.87%),42 (0.16),←,
18,"Johncock, Graham",20y 286d,43 (28-0-15 65.12%),35 (0.81),←,
40,"Ladhams, Chris",22y 286d,45 (27-0-18 60.00%),34 (0.76),←,
16,"McGregor, Ken",22y 186d,69 (36-0-33 52.17%),28 (0.41),←,
23,"McLeod, Andrew",26y 364d,187 (99-0-88 52.94%),204 (1.09),←,
22,"Perrie, Ian",24y 116d,53 (29-0-24 54.72%),53 (1.00),←,
32,"Ricciuto, Mark",28y 56d,234 (117-1-116 50.21%),196 (0.84),←,
12,"Shirley, Robert",23y 55d,30 (15-0-15 50.00%),,←,
7,"Smart, Nigel",34y 74d,266 (137-1-128 51.69%),113 (0.42),←,
20,"Stenglein, Tyson",23y 18d,79 (46-0-33 58.23%),19 (0.24),←,
15,"Torney, Jason",26y 48d,136 (71-1-64 52.57%),21 (0.15),18 (12-0-6 66.67%),5 (0.28)
Totals,Totals,26y 235d,2933 (1560-10-1363 53.19%),2188 (0.75),,
C,"Ayres, Gary",42y 309d,204 (114-1-89 56.13%),,88 (49-0-39 55.68%),
