Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Bell, Tom",11,4,14,25,1,1.0,,7.0,,4.0,1.0,3.0,,,,10.0,16.0,,1.0,3.0,,2.0,89.0
44,"Carrazzo, Andrew",9,2,9,18,,,,2.0,,3.0,6.0,2.0,1.0,2.0,,9.0,10.0,,,1.0,,,76.0
9,"Cripps, Patrick",4,3,10,14,,,1.0,3.0,2.0,1.0,1.0,,,,,5.0,9.0,1.0,,,,,76.0
35,"Curnow, Ed",6,4,13,19,,,,5.0,2.0,,2.0,2.0,1.0,1.0,,10.0,10.0,1.0,,2.0,,,89.0
15,"Docherty, Sam",15,8,8,23,,,,5.0,5.0,2.0,2.0,,2.0,,,10.0,13.0,,,4.0,1.0,1.0,95.0
33,"Everitt, Andrejs",14,8,4,18,,1.0,,2.0,5.0,4.0,1.0,2.0,,1.0,,3.0,14.0,,1.0,3.0,,,95.0
4,"Gibbs, Bryce",15,4,11,26,1,1.0,,4.0,3.0,3.0,4.0,6.0,,2.0,1.0,9.0,17.0,1.0,1.0,,1.0,,73.0
23,"Henderson, Lachie",9,6,1,10,,2.0,,2.0,,4.0,,2.0,,1.0,,4.0,7.0,1.0,,3.0,,1.0,91.0
18,"Jaksch, Kristian",5,5,,5,1,,,1.0,1.0,3.0,,4.0,,4.0,,1.0,4.0,1.0,1.0,6.0,,,88.0
40,"Jamison, Michael",4,2,4,8,,,,1.0,1.0,1.0,,1.0,,,,3.0,5.0,,,6.0,,,96.0
14,"Jones, Liam",4,1,2,6,2,1.0,,4.0,,1.0,,1.0,1.0,,,4.0,1.0,1.0,1.0,,,,84.0
5,"Judd, Chris",16,5,5,21,,,,6.0,3.0,7.0,6.0,3.0,2.0,2.0,,11.0,10.0,,1.0,1.0,1.0,4.0,79.0
2,"Menzel, Troy",12,3,5,17,2,1.0,,3.0,,1.0,1.0,3.0,1.0,,,7.0,10.0,,1.0,,1.0,,83.0
3,"Murphy, Marc",9,2,12,21,,,,2.0,1.0,2.0,4.0,3.0,2.0,,,9.0,12.0,,,,,,81.0
17,"Rowe, Sam",6,3,3,9,2,,5.0,2.0,1.0,,1.0,1.0,1.0,,,4.0,5.0,,1.0,6.0,,,87.0
6,"Simpson, Kade",13,8,8,21,1,,,2.0,2.0,1.0,,1.0,4.0,,,5.0,17.0,,,,2.0,,73.0
25 ↑,"Smith, Clem",7,4,4,11,,,,,,3.0,,3.0,,1.0,,3.0,7.0,,,,1.0,,73.0
39 ↓,"Thomas, Dale",1,,,1,,,,,,,,,1.0,,,1.0,,,,,,,1.0
42,"Tuohy, Zach",6,5,3,9,1,,,,2.0,,,,,,,,9.0,,,1.0,,,92.0
43,"White, Simon",8,2,6,14,,1.0,,3.0,,2.0,3.0,,1.0,,,7.0,7.0,,1.0,3.0,,,85.0
36,"Wood, Cameron",8,2,3,11,,1.0,28.0,1.0,2.0,2.0,6.0,4.0,1.0,3.0,,7.0,4.0,1.0,1.0,3.0,,,89.0
13,"Yarran, Chris",14,3,4,18,,,,2.0,4.0,2.0,,4.0,2.0,3.0,,5.0,12.0,,1.0,,3.0,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,84,129,325,11,12.0,34.0,57.0,34.0,46.0,38.0,45.0,20.0,20.0,1.0,127.0,199.0,7.0,11.0,42.0,10.0,9.0,
Opposition,Opposition,200,91,155,355,15,15.0,39.0,51.0,32.0,54.0,27.0,43.0,20.0,20.0,5.0,121.0,227.0,13.0,12.0,39.0,29.0,10.0,
