Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
21,"Akermanis, Jason",32y 193d,314 (190-6-118 61.46%),418 (1.33),66 (39-2-25 60.61%),111 (1.68)
5,"Boyd, Matthew",27y 9d,138 (69-2-67 50.72%),49 (0.36),←,
17,"Cooney, Adam",23y 340d,133 (69-2-62 52.63%),126 (0.95),←,
4,"Cross, Daniel",26y 159d,131 (64-3-64 50.00%),24 (0.18),←,
10,"Eagleton, Nathan",30y 299d,259 (123-5-131 48.46%),214 (0.83),203 (97-3-103 48.52%),169 (0.83)
13,"Giansiracusa, Daniel",27y 178d,166 (75-4-87 46.39%),171 (1.03),←,
9,"Gilbee, Lindsay",28y 59d,162 (81-2-79 50.62%),100 (0.62),←,
16,"Griffen, Ryan",23y 40d,95 (55-1-39 58.42%),50 (0.53),←,
8,"Hahn, Mitch",28y 118d,160 (77-2-81 48.75%),143 (0.89),←,
40,"Harbrow, Jarrod",21y 49d,46 (26-1-19 57.61%),20 (0.43),←,
25,"Hargrave, Ryan",28y 41d,162 (77-4-81 48.77%),35 (0.22),←,
7,"Higgins, Shaun",21y 185d,50 (28-1-21 57.00%),62 (1.24),←,
20,"Hill, Josh",20y 229d,42 (27-1-14 65.48%),49 (1.17),←,
15,"Hudson, Ben",30y 193d,100 (62-1-37 62.50%),10 (0.10),45 (30-1-14 67.78%),4 (0.09)
6,"Johnson, Brad",33y 49d,347 (168-7-172 49.42%),547 (1.58),←,
36,"Lake, Brian",27y 190d,145 (69-2-74 48.28%),15 (0.10),←,
27,"Minson, Will",24y 147d,89 (53-1-35 60.11%),47 (0.53),←,
38,"Morris, Dale",26y 250d,110 (64-2-44 59.09%),2 (0.02),←,
2,"Murphy, Robert",27y 88d,165 (72-4-89 44.85%),138 (0.84),←,
42,"Picken, Liam",23y 35d,21 (14-0-7 66.67%),7 (0.33),←,
14,"Ward, Callan",19y 148d,26 (17-0-9 65.38%),18 (0.69),←,
28,"Welsh, Scott",30y 272d,203 (121-1-81 59.85%),363 (1.79),38 (25-1-12 67.11%),63 (1.66)
Totals,Totals,26y 165d,3064 (1601-52-1411 52.25%),2608 (0.85),,
C,"Eade, Rodney",51y 154d,268 (146-4-118 55.22%),,116 (65-2-49 56.90%),
