North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
16,"Brown, Leigh",26y 161d,180 (77-1-102 43.06%),83 (0.46),117 (58-1-58 50.00%),63 (0.54)
33,"Campbell, Matt",21y 194d,31 (18-1-12 59.68%),38 (1.23),←,
11,"Firrito, Michael",24y 249d,100 (53-1-46 53.50%),14 (0.14),←,
38,"Gibson, Josh",24y 142d,38 (20-0-18 52.63%),1 (0.03),←,
6,"Grant, Shannon",31y 105d,296 (166-3-127 56.59%),351 (1.19),238 (134-2-102 56.72%),313 (1.32)
17,"Grima, Blake",24y 55d,15 (12-0-3 80.00%),3 (0.20),←,
31,"Hale, David",24y 72d,96 (44-1-51 46.35%),62 (0.65),←,
26,"Hansen, Lachlan",19y 351d,9 (6-0-3 66.67%),2 (0.22),←,
39,"Harding, Leigh",27y 98d,106 (53-2-51 50.94%),130 (1.23),←,
4,"Harris, Daniel",26y 84d,134 (68-2-64 51.49%),40 (0.30),←,
29,"Harvey, Brent",30y 80d,259 (145-2-112 56.37%),299 (1.15),←,
21,"Jones, Corey",27y 158d,141 (69-1-71 49.29%),193 (1.37),←,
42,"McMahon, Scott",22y 61d,24 (16-0-8 66.67%),18 (0.75),←,
20,"Petrie, Drew",25y 292d,149 (74-2-73 50.34%),126 (0.85),←,
5,"Power, Sam",25y 31d,101 (37-3-61 38.12%),18 (0.18),17 (9-1-7 55.88%),2 (0.12)
30,"Pratt, Daniel",25y 134d,79 (42-0-37 53.16%),8 (0.10),76 (41-0-35 53.95%),7 (0.09)
3,"Rawlings, Brady",27y 53d,176 (92-1-83 52.56%),56 (0.32),←,
9,"Sinclair, Jess",29y 342d,188 (77-2-109 41.49%),69 (0.37),138 (64-2-72 47.10%),43 (0.31)
12,"Thomas, Lindsay",20y 156d,30 (16-1-13 55.00%),37 (1.23),←,
14,"Urquhart, Gavin",20y 76d,9 (5-0-4 55.56%),,←,
36,"Watt, Shannon",27y 250d,147 (77-2-68 53.06%),9 (0.06),←,
8,"Wells, Daniel",23y 181d,118 (60-2-56 51.69%),65 (0.55),←,
Totals,Totals,25y 85d,2426 (1227-27-1172 50.58%),1622 (0.67),,
C,"Laidley, Dani",41y 128d,132 (66-2-64 50.76%),,←,
