Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",24y 330d,149 (91-2-56 61.74%),194 (1.30),←,
3,"Bartel, Jimmy",25y 126d,136 (88-2-46 65.44%),84 (0.62),←,
24,"Blake, Mark",23y 212d,61 (48-0-13 78.69%),9 (0.15),←,
17,"Byrnes, Shannon",25y 2d,55 (40-0-15 72.73%),28 (0.51),←,
35,"Chapman, Paul",27y 155d,158 (93-2-63 59.49%),211 (1.34),←,
11,"Corey, Joel",27y 51d,179 (108-2-69 60.89%),55 (0.31),←,
44,"Enright, Corey",27y 207d,153 (90-2-61 59.48%),47 (0.31),←,
26,"Hawkins, Tom",20y 262d,21 (18-0-3 85.71%),29 (1.38),←,
20,"Johnson, Steve",25y 279d,115 (76-2-37 66.96%),219 (1.90),←,
9,"Kelly, James",25y 101d,132 (80-1-51 60.98%),61 (0.46),←,
45,"Ling, Cameron",28y 41d,185 (113-3-69 61.89%),106 (0.57),←,
4,"Mackie, Andrew",24y 245d,85 (64-0-21 75.29%),53 (0.62),←,
39,"Milburn, Darren",31y 359d,238 (135-1-102 56.93%),87 (0.37),←,
21,"Mooney, Cameron",29y 195d,171 (109-1-61 64.04%),210 (1.23),160 (99-1-60 62.19%),208 (1.30)
33,"Rooke, Max",27y 111d,115 (68-2-45 60.00%),38 (0.33),←,
30,"Scarlett, Matthew",29y 308d,209 (125-2-82 60.29%),16 (0.08),←,
14,"Selwood, Joel",20y 318d,48 (44-0-4 91.67%),13 (0.27),←,
27,"Stokes, Mathew",24y 138d,54 (45-0-9 83.33%),81 (1.50),←,
7,"Taylor, Harry",22y 301d,24 (22-0-2 91.67%),3 (0.13),←,
5,"Varcoe, Travis",20y 364d,37 (33-0-4 89.19%),33 (0.89),←,
12,"West, Trent",21y 174d,7 (6-0-1 85.71%),1 (0.14),←,
40,"Wojcinski, David",28y 203d,135 (82-2-51 61.48%),46 (0.34),←,
Totals,Totals,25y 220d,2467 (1578-24-865 63.96%),1624 (0.66),,
C,"Thompson, Mark",45y 141d,213 (125-3-85 59.39%),,←,
