Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Anthony, John",6,4,1,7,1,1.0,,,,,,3.0,1.0,2.0,,2.0,5.0,1.0,4.0,1.0,,2.0,87.0
16,"Brown, Nathan",4,1,4,8,,,1.0,,,,,2.0,2.0,,,4.0,4.0,,,4.0,,,100.0
40,"Bryan, Chris",5,3,1,6,,,14.0,,3.0,1.0,1.0,5.0,2.0,2.0,,3.0,4.0,,,,,,55.0
17,"Burns, Scott",9,3,18,27,,,,4.0,2.0,,6.0,5.0,1.0,2.0,,16.0,10.0,,,1.0,,,59.0
18,"Clarke, Martin",16,5,6,22,,,,3.0,5.0,2.0,1.0,3.0,1.0,1.0,,5.0,16.0,,,1.0,,,100.0
32,"Cloke, Travis",11,4,7,18,,,3.0,1.0,,6.0,1.0,9.0,,1.0,,7.0,11.0,,,,,,97.0
1,"Davis, Leon",6,,5,11,1,1.0,,2.0,,1.0,,1.0,1.0,,,4.0,7.0,,,,,1.0,78.0
4,"Didak, Alan",19,5,9,28,1,,,3.0,2.0,5.0,2.0,2.0,,,,8.0,20.0,,1.0,2.0,1.0,2.0,86.0
25,"Fraser, Josh",1,,6,7,,,13.0,1.0,,,1.0,3.0,2.0,3.0,,3.0,4.0,,,1.0,,,54.0
38,"Goldsack, Tyson",7,,2,9,,,,4.0,3.0,2.0,2.0,1.0,2.0,,,6.0,3.0,,,2.0,,,91.0
24,"Lockyer, Tarkyn",7,6,7,14,,,,3.0,,3.0,,3.0,1.0,,,4.0,10.0,,,,,,89.0
3,"Lonie, Ryan",5,2,13,18,,,,1.0,1.0,3.0,,2.0,,,,4.0,14.0,,,1.0,,,76.0
8,"Lumumba, Heritier",11,5,5,16,,1.0,1.0,,3.0,2.0,1.0,4.0,1.0,3.0,,5.0,11.0,2.0,1.0,2.0,1.0,,100.0
5,"Maxwell, Nick",6,2,12,18,,,,4.0,8.0,,,2.0,3.0,,,13.0,5.0,1.0,,11.0,,,100.0
7,"Medhurst, Paul",11,8,,11,1,,,1.0,1.0,1.0,,6.0,,1.0,,1.0,10.0,1.0,2.0,,,,82.0
11,"OBree, Shane",5,2,5,10,,,,,1.0,1.0,3.0,3.0,,2.0,,3.0,7.0,,,,,,38.0
10,"Pendlebury, Scott",13,8,11,24,2,1.0,,3.0,1.0,2.0,4.0,1.0,1.0,1.0,,10.0,14.0,2.0,3.0,2.0,,,84.0
39,"Shaw, Heath",15,8,10,25,2,,,3.0,5.0,3.0,,5.0,,2.0,,4.0,21.0,1.0,1.0,,3.0,,90.0
36,"Swan, Dane",14,2,12,26,,2.0,,,1.0,6.0,4.0,,2.0,,,7.0,19.0,,,1.0,1.0,,80.0
13,"Thomas, Dale",7,8,12,19,,2.0,,3.0,2.0,1.0,2.0,,,,,7.0,12.0,1.0,3.0,1.0,,,86.0
34,"Toovey, Alan",5,2,5,10,,,,6.0,1.0,1.0,,,,,,,10.0,,,3.0,,,100.0
21,"Wellingham, Sharrod",4,3,6,10,,,,2.0,,2.0,1.0,1.0,1.0,,,4.0,7.0,,,3.0,,1.0,67.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,81,157,344,8,14.0,32.0,44.0,39.0,42.0,29.0,61.0,21.0,20.0,,120.0,224.0,9.0,15.0,36.0,6.0,6.0,
Opposition,Opposition,223,127,208,431,17,14.0,25.0,39.0,27.0,60.0,37.0,53.0,20.0,21.0,6.0,128.0,301.0,18.0,16.0,35.0,12.0,13.0,
