Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 320d,233 (131-2-100 56.65%),310 (1.33),41 (7-0-34 17.07%),48 (1.17)
11,"Bennell, Harley",20y 179d,37 (6-0-31 16.22%),40 (1.08),←,
3,"Brennan, Jared",28y 245d,159 (61-3-95 39.31%),93 (0.58),40 (6-0-34 15.00%),18 (0.45)
36,"Broughton, Greg",26y 182d,69 (30-0-39 43.48%),15 (0.22),1 (1-0-0 100.00%),
12,"Day, Sam",20y 205d,23 (3-0-20 13.04%),13 (0.57),←,
23,"Dixon, Charlie",22y 188d,23 (6-0-17 26.09%),12 (0.52),←,
33,"Hall, Aaron",22y 141d,9 (3-0-6 33.33%),9 (1.00),←,
5,"Harbrow, Jarrod",24y 255d,106 (47-1-58 44.81%),26 (0.25),36 (7-0-29 19.44%),5 (0.14)
7,"Hunt, Karmichael",26y 133d,35 (4-0-31 11.43%),4 (0.11),←,
32,"Matera, Brandon",21y 19d,30 (6-0-24 20.00%),26 (0.87),←,
17,"May, Steven",21y 79d,18 (3-0-15 16.67%),5 (0.28),←,
29,"Murphy, Tom",27y 11d,96 (56-1-39 58.85%),5 (0.05),1 (1-0-0 100.00%),
1,"OMeara, Jaeger",19y 35d,1 (1-0-0 100.00%),1 (1.00),←,
10,"Prestia, Dion",20y 169d,32 (3-0-29 9.38%),3 (0.09),←,
35,"Rischitelli, Michael",27y 81d,147 (54-3-90 37.76%),63 (0.43),36 (5-0-31 13.89%),16 (0.44)
8,"Russell, Luke",21y 65d,26 (2-0-24 7.69%),13 (0.50),←,
26,"Shaw, Matt",21y 53d,35 (6-0-29 17.14%),13 (0.37),←,
2,"Smith, Zac",23y 36d,37 (5-0-32 13.51%),19 (0.51),←,
24,"Swallow, David",20y 131d,34 (6-0-28 17.65%),19 (0.56),←,
16,"Thompson, Rory",22y 18d,14 (2-0-12 14.29%),2 (0.14),←,
14,"Warnock, Matthew",28y 361d,78 (15-1-62 19.87%),1 (0.01),23 (4-0-19 17.39%),
38,"Wilkinson, Joel",21y 121d,17 (2-0-15 11.76%),1 (0.06),←,
Totals,Totals,23y 154d,1259 (452-11-796 35.90%),693 (0.55),,
C,"McKenna, Guy",43y 323d,45 (7-0-38 15.56%),,←,
