St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",27y 293d,125 (72-1-52 58.00%),96 (0.77),42 (14-1-27 34.52%),22 (0.52)
26,"Brown, Tony",17y 358d,3 (1-0-2 33.33%),1 (0.33),←,
3,"Burke, Nathan",25y 104d,168 (71-2-95 42.86%),54 (0.32),←,
42,"Coghlan, Glen",20y 296d,5 (0-0-5 0.00%),,←,
10,"Everitt, Peter",21y 18d,39 (14-1-24 37.18%),39 (1.00),←,
2,"Frawley, Danny",31y 255d,231 (80-2-149 35.06%),13 (0.06),←,
32,"Georgiou, John",19y 228d,12 (9-0-3 75.00%),2 (0.17),←,
35,"Harvey, Robert",23y 273d,120 (58-2-60 49.17%),69 (0.57),←,
29,"Jones, Austinn",18y 235d,8 (1-0-7 12.50%),6 (0.75),←,
23,"Loewe, Stewart",26y 363d,177 (74-1-102 42.09%),273 (1.54),←,
24,"Nugent, Glenn",23y 194d,30 (15-0-15 50.00%),11 (0.37),6 (1-0-5 16.67%),
28,"OBrien, Craig",25y 79d,61 (28-1-32 46.72%),108 (1.77),40 (14-1-25 36.25%),92 (2.30)
8,"Peckett, Justin",22y 228d,46 (18-1-27 40.22%),1 (0.02),←,
41,"Pekin, Tim",30y 119d,213 (102-2-109 48.36%),51 (0.24),106 (53-2-51 50.94%),36 (0.34)
31,"Shanahan, Jamie",27y 166d,65 (30-1-34 46.92%),,←,
5,"Shaw, Damen",21y 29d,38 (15-1-22 40.79%),15 (0.39),←,
4,"Smith, Joel",18y 18d,6 (1-0-5 16.67%),1 (0.17),←,
19,"Sziller, Steven",22y 157d,8 (1-0-7 12.50%),3 (0.38),←,
9,"Vidovic, Lazar",30y 50d,49 (26-1-22 54.08%),7 (0.14),←,
15,"Wakelin, Darryl",20y 283d,7 (1-0-6 14.29%),,←,
7,"Winmar, Nicky",29y 238d,161 (69-1-91 43.17%),216 (1.34),←,
Totals,Totals,24y 16d,1572 (686-17-869 43.64%),966 (0.61),,
C,"Alves, Stan",48y 364d,30 (8-1-21 28.33%),,←,
