Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bain, David",10,3,9,19,,,,2.0,,,,,1.0,,,,,,,,,,
39,"Capper, Warwick",2,4,6,8,,2.0,,1.0,,,,,,,,,,,,,,,
23,"Caton, Kevin",3,1,,3,,1.0,,,,,,,,1.0,,,,,,,,,
26,"Eade, Rodney",11,3,5,16,1,,,,,,,,,,,,,,,,,,
19,"Edwards, Bradley",13,2,2,15,,,1.0,,,,,,,2.0,,,,,,,,,
4,"Gastev, John",12,2,9,21,,,,2.0,,,,,3.0,1.0,,,,,,,,,
38,"Gibson, Michael",11,6,9,20,,,,2.0,,,,,1.0,2.0,,,,,,,,,
5,"Hardie, Brad",6,2,2,8,,2.0,,,,,,,,1.0,,,,,,,,,
47,"Harris, Bernie",14,3,3,17,2,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
32,"Hart, Shaun",6,1,2,8,,,,3.0,,,,,1.0,3.0,,,,,,,,,
9,"Ishchenko, Alex",11,9,5,16,1,1.0,11.0,,,,,,1.0,3.0,,,,,,,,,
17,"Leslie, Martin",16,5,5,21,,,1.0,,,,,,4.0,1.0,,,,,,,,,
7,"McIvor, Scott",12,4,6,18,,1.0,,4.0,,,,,3.0,3.0,,,,,,,,,
24,"Merrett, Roger",5,6,5,10,1,,1.0,,,,,,,3.0,,,,,,,,,
31,"OKeeffe, David",7,3,5,12,,,,,,,,,3.0,3.0,,,,,,,,,
3,"Reynoldson, Steve",2,1,3,5,,,4.0,,,,,,,1.0,,,,,,,,,
8,"Richardson, Michael",15,9,10,25,1,1.0,,,,,,,,1.0,,,,,,,,,
6,"Rowe, Brad",5,,3,8,1,,,2.0,,,,,,4.0,,,,,,,,,
2,"Williams, Mark",17,2,8,25,,,,2.0,,,,,2.0,4.0,,,,,,,,,
21,"Zanotti, Mark",15,3,1,16,1,,,1.0,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,69,98,291,8,11.0,18.0,21.0,,,,,24.0,34.0,,,,,,,,,
Opposition,Opposition,219,69,98,317,13,20.0,20.0,24.0,,,,,34.0,24.0,6.0,,,,,,,,
