Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",25y 183d,76 (38-0-38 50.00%),8 (0.11),←,
26,"Bickley, Mark",32y 308d,239 (119-0-120 49.79%),70 (0.29),←,
35,"Biglands, Rhett",24y 277d,37 (20-0-17 54.05%),11 (0.30),←,
10,"Bode, Matthew",22y 344d,41 (19-0-22 46.34%),34 (0.83),12 (8-0-4 66.67%),9 (0.75)
24,"Burton, Brett",24y 35d,55 (26-0-29 47.27%),64 (1.16),←,
4,"Clarke, Matthew",28y 263d,166 (80-2-84 48.80%),26 (0.16),36 (18-0-18 50.00%),7 (0.19)
11,"Doughty, Michael",22y 307d,16 (12-0-4 75.00%),9 (0.56),←,
9,"Edwards, Tyson",25y 306d,137 (70-0-67 51.09%),79 (0.58),←,
21,"Gallagher, James",22y 203d,10 (5-0-5 50.00%),3 (0.30),←,
36,"Goodwin, Simon",25y 164d,106 (58-0-48 54.72%),50 (0.47),←,
34,"Hart, Ben",27y 334d,235 (118-1-116 50.43%),42 (0.18),←,
18,"Johncock, Graham",19y 230d,11 (8-0-3 72.73%),6 (0.55),←,
28,"Johnson, Kane",24y 85d,94 (49-0-45 52.13%),39 (0.41),←,
40,"Ladhams, Chris",21y 230d,14 (8-0-6 57.14%),5 (0.36),←,
3,"Massie, Kris",22y 9d,50 (31-0-19 62.00%),13 (0.26),7 (5-0-2 71.43%),1 (0.14)
16,"McGregor, Ken",21y 130d,38 (17-0-21 44.74%),17 (0.45),←,
23,"McLeod, Andrew",25y 308d,156 (80-0-76 51.28%),166 (1.06),←,
32,"Ricciuto, Mark",27y,203 (97-1-105 48.03%),153 (0.75),←,
27,"Schell, Daniel",22y 139d,25 (9-0-16 36.00%),19 (0.76),9 (7-0-2 77.78%),8 (0.89)
7,"Smart, Nigel",33y 18d,239 (118-1-120 49.58%),108 (0.45),←,
20,"Stenglein, Tyson",21y 327d,51 (29-0-22 56.86%),9 (0.18),←,
19,"Stevens, Mark",26y 226d,97 (56-0-41 57.73%),75 (0.77),76 (40-0-36 52.63%),55 (0.72)
Totals,Totals,24y 351d,2096 (1067-5-1024 50.91%),1006 (0.48),,
C,"Ayres, Gary",41y 253d,172 (94-1-77 54.94%),,56 (29-0-27 51.79%),
