Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
16,"Brown, Luke",20y 336d,23 (11-0-12 47.83%),1 (0.04),←,
37,"Callinan, Ian",30y 247d,31 (19-0-12 61.29%),48 (1.55),←,
2,"Crouch, Brad",19y 222d,13 (6-0-7 46.15%),2 (0.15),←,
32,"Dangerfield, Patrick",23y 141d,108 (55-0-53 50.93%),122 (1.13),←,
26,"Douglas, Richard",26y 199d,135 (68-0-67 50.37%),96 (0.71),←,
38,"Grigg, Mitch",20y 234d,4 (3-0-1 75.00%),3 (0.75),←,
41,"Hartigan, Kyle",21y 290d,2 (1-0-1 50.00%),,←,
24,"Jacobs, Sam",25y 136d,81 (40-0-41 49.38%),17 (0.21),64 (33-0-31 51.56%),14 (0.22)
8,"Johnston, Lewis",22y 174d,7 (4-0-3 57.14%),12 (1.71),5 (3-0-2 60.00%),11 (2.20)
29,"Kerridge, Sam",20y 120d,11 (5-0-6 45.45%),13 (1.18),←,
46,"Laird, Rory",19y 238d,17 (8-0-9 47.06%),1 (0.06),←,
14,"Mackay, David",25y 30d,104 (60-0-44 57.69%),30 (0.29),←,
22,"Otten, Andy",24y 101d,68 (34-0-34 50.00%),15 (0.22),←,
23,"Petrenko, Jared",23y 245d,71 (32-0-39 45.07%),45 (0.63),←,
25,"Rutten, Ben",30y 88d,214 (122-0-92 57.01%),8 (0.04),←,
9,"Sloane, Rory",23y 160d,77 (40-0-37 51.95%),47 (0.61),←,
33,"Smith, Brodie",21y 222d,53 (29-0-24 54.72%),9 (0.17),←,
12,"Talia, Daniel",21y 326d,53 (30-0-23 56.60%),4 (0.08),←,
1,"Tambling, Richard",26y 346d,123 (48-3-72 40.24%),61 (0.50),15 (7-0-8 46.67%),
5,"Thompson, Scott",30y 163d,244 (134-0-110 54.92%),145 (0.59),205 (116-0-89 56.59%),128 (0.62)
7,"van Berlo, Nathan",27y 79d,181 (102-0-79 56.35%),63 (0.35),←,
17,"Vince, Bernie",27y 326d,128 (67-0-61 52.34%),80 (0.63),←,
Totals,Totals,24y 101d,1748 (918-3-827 52.52%),822 (0.47),,
C,"Sanderson, Brenton",39y 178d,46 (27-0-19 58.70%),,←,
