Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",21y 196d,44 (9-0-35 20.45%),14 (0.32),13 (6-0-7 46.15%),2 (0.15)
11,"Blair, Jarryd",24y 355d,103 (72-1-30 70.39%),78 (0.76),←,
16,"Brown, Nathan",26y 108d,94 (60-1-33 64.36%),7 (0.07),←,
32,"Cloke, Travis",28y 30d,217 (137-2-78 63.59%),392 (1.81),←,
25,"Crisp, Jack",21y 184d,19 (8-0-11 42.11%),11 (0.58),1 (1-0-0 100.00%),1 (1.00)
35,"de Goey, Jordan",19y 20d,1 (1-0-0 100.00%),,←,
5,"Elliott, Jamie",22y 226d,53 (34-0-19 64.15%),70 (1.32),←,
1,"Fasolo, Alex",22y 300d,53 (37-0-16 69.81%),53 (1.00),←,
45,"Frost, Jack",23y 38d,25 (13-0-12 52.00%),,←,
6,"Goldsack, Tyson",27y 317d,125 (81-0-44 64.80%),47 (0.38),←,
4,"Grundy, Brodie",20y 354d,23 (13-0-10 56.52%),4 (0.17),←,
8,"Langdon, Tom",20y 299d,20 (11-0-9 55.00%),,←,
43,"Oxley, Adam",22y 154d,3 (3-0-0 100.00%),,←,
10,"Pendlebury, Scott",27y 87d,193 (126-2-65 65.80%),126 (0.65),←,
31,"Ramsay, Jackson",20y 135d,3 (2-0-1 66.67%),,←,
22,"Sidebottom, Steele",24y 92d,128 (89-2-37 70.31%),101 (0.79),←,
28,"Sinclair, Ben",23y 185d,45 (29-0-16 64.44%),20 (0.44),←,
36,"Swan, Dane",31y 38d,237 (147-2-88 62.45%),190 (0.80),←,
34,"Toovey, Alan",28y 12d,132 (90-2-40 68.94%),9 (0.07),←,
18,"Varcoe, Travis",26y 359d,139 (115-0-24 82.73%),131 (0.94),1 (1-0-0 100.00%),1 (1.00)
9,"White, Jesse",27y 85d,90 (46-2-42 52.22%),95 (1.06),19 (11-0-8 57.89%),22 (1.16)
26,"Williams, Marley",21y 256d,38 (22-0-16 57.89%),4 (0.11),←,
Totals,Totals,24y 74d,1785 (1145-14-626 64.15%),1352 (0.76),,
C,"Buckley, Nathan",42y 252d,71 (43-0-28 60.56%),,←,
