Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",28y 261d,91 (56-1-34 62.09%),6 (0.07),73 (49-1-23 67.81%),2 (0.03)
20,"Brogan, Dean",25y 105d,32 (25-0-7 78.13%),9 (0.28),←,
7,"Burgoyne, Peter",26y 59d,133 (75-2-56 57.14%),151 (1.14),←,
8,"Burgoyne, Shaun",21y 159d,43 (35-0-8 81.40%),64 (1.49),←,
9,"Carr, Josh",23y 334d,87 (61-1-25 70.69%),50 (0.57),←,
25,"Cassisi, Domenic",21y 188d,19 (16-0-3 84.21%),2 (0.11),←,
26,"Cochrane, Stuart",25y 252d,73 (40-0-33 54.79%),14 (0.19),23 (17-0-6 73.91%),3 (0.13)
35,"Cornes, Chad",24y 137d,99 (62-1-36 63.13%),107 (1.08),←,
18,"Cornes, Kane",21y 83d,45 (33-0-12 73.33%),16 (0.36),←,
17,"Dew, Stuart",24y 223d,115 (65-2-48 57.39%),183 (1.59),←,
29,"Kingsley, Adam",28y 221d,126 (71-2-53 57.14%),25 (0.20),←,
5,"Lade, Brendon",27y 262d,101 (57-2-42 57.43%),68 (0.67),←,
3,"Montgomery, Brett",30y 301d,150 (96-2-52 64.67%),91 (0.61),90 (56-1-33 62.78%),37 (0.41)
36,"Pettigrew, Michael",19y 12d,1 (1-0-0 100.00%),,←,
15,"Pickett, Byron",26y 230d,146 (94-0-52 64.38%),127 (0.87),26 (20-0-6 76.92%),46 (1.77)
31,"Salopek, Steven",18y 281d,10 (8-0-2 80.00%),4 (0.40),←,
6,"Schofield, Jarrad",29y 58d,170 (105-1-64 62.06%),112 (0.66),107 (66-1-40 62.15%),78 (0.73)
39,"Surjan, Jacob",18y 226d,1 (1-0-0 100.00%),,←,
28,"Thurstans, Toby",23y 227d,11 (8-0-3 72.73%),4 (0.36),←,
16,"Tredrea, Warren",25y 95d,131 (77-1-53 59.16%),269 (2.05),←,
4,"Wanganeen, Gavin",30y 284d,258 (152-5-101 59.88%),165 (0.64),131 (79-2-50 61.07%),102 (0.78)
21,"Wilson, Michael",27y 128d,114 (58-3-53 52.19%),35 (0.31),←,
Totals,Totals,24y 354d,1956 (1196-23-737 61.15%),1502 (0.77),,
C,"Williams, Mark",45y 220d,119 (73-1-45 61.76%),,←,
