Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",27y 116d,201 (127-4-70 64.18%),243 (1.21),163 (104-3-56 64.72%),199 (1.22)
20,"Black, Simon",25y 77d,139 (96-1-42 69.42%),98 (0.71),←,
36,"Bradshaw, Daniel",25y 211d,128 (80-2-46 63.28%),243 (1.90),125 (77-2-46 62.40%),243 (1.94)
16,"Brown, Jonathan",22y 234d,85 (64-0-21 75.29%),104 (1.22),←,
19,"Charman, Jamie",21y 339d,59 (42-1-16 72.03%),16 (0.27),←,
30,"Copeland, Robert",23y 24d,65 (50-0-15 76.92%),13 (0.20),←,
14,"Hadley, Richard",21y 82d,15 (11-0-4 73.33%),5 (0.33),←,
2,"Johnson, Chris",28y 20d,210 (103-3-104 49.76%),150 (0.71),151 (96-3-52 64.57%),83 (0.55)
44,"Lappin, Nigel",27y 364d,229 (136-4-89 60.26%),156 (0.68),168 (104-3-61 62.80%),116 (0.69)
23,"Leppitsch, Justin",28y 262d,198 (118-4-76 60.61%),191 (0.96),154 (96-3-55 63.31%),133 (0.86)
26,"Macdonald, Joel",19y 253d,4 (3-0-1 75.00%),,←,
9,"McGrath, Ashley",21y 30d,43 (29-1-13 68.60%),20 (0.47),←,
25,"McLaren, Dylan",22y 42d,17 (14-0-3 82.35%),2 (0.12),←,
15,"Michael, Mal",26y 361d,146 (84-1-61 57.88%),26 (0.18),85 (63-1-21 74.71%),3 (0.04)
8,"Notting, Tim",25y 242d,101 (71-1-29 70.79%),77 (0.76),←,
13,"Pike, Martin",31y 218d,226 (132-1-93 58.63%),111 (0.49),85 (62-1-22 73.53%),52 (0.61)
6,"Power, Luke",24y 163d,122 (82-1-39 67.62%),146 (1.20),←,
37,"Pratt, Daniel",21y 90d,3 (1-0-2 33.33%),1 (0.33),←,
5,"Scott, Brad",28y 47d,130 (78-2-50 60.77%),41 (0.32),108 (70-2-36 65.74%),35 (0.32)
22,"Scott, Chris",28y 47d,189 (113-3-73 60.58%),68 (0.36),134 (86-2-46 64.93%),45 (0.34)
3,"Voss, Michael",28y 348d,235 (141-2-92 60.43%),215 (0.91),156 (103-1-52 66.35%),143 (0.92)
33,"White, Darryl",31y 7d,252 (139-5-108 56.15%),162 (0.64),162 (100-3-59 62.65%),56 (0.35)
Totals,Totals,25y 179d,2797 (1714-36-1047 61.28%),2088 (0.75),,
C,"Matthews, Leigh",52y 110d,362 (222-6-134 62.15%),,138 (97-1-40 70.65%),
