Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
16,"Brown, Leigh",24y 164d,146 (59-1-86 40.75%),56 (0.38),83 (40-1-42 48.80%),36 (0.43)
24,"Firrito, Michael",22y 252d,54 (29-0-25 53.70%),11 (0.20),←,
6,"Grant, Shannon",29y 109d,255 (142-2-111 56.08%),293 (1.15),197 (110-1-86 56.09%),255 (1.29)
15,"Green, Kasey",26y 330d,72 (28-1-43 39.58%),18 (0.25),18 (7-0-11 38.89%),10 (0.56)
31,"Hale, David",22y 76d,55 (24-0-31 43.64%),27 (0.49),←,
39,"Harding, Leigh",25y 102d,86 (44-1-41 51.74%),120 (1.40),←,
4,"Harris, Daniel",24y 88d,87 (43-1-43 50.00%),28 (0.32),←,
29,"Harvey, Brent",28y 84d,212 (120-1-91 56.84%),243 (1.15),←,
21,"Jones, Corey",25y 161d,99 (46-0-53 46.46%),113 (1.14),←,
1,"McIntosh, Hamish",21y 336d,14 (5-0-9 35.71%),7 (0.50),←,
20,"Petrie, Drew",23y 295d,102 (49-1-52 48.53%),73 (0.72),←,
30,"Pratt, Daniel",23y 138d,37 (18-0-19 48.65%),3 (0.08),34 (17-0-17 50.00%),2 (0.06)
3,"Rawlings, Brady",25y 57d,129 (67-0-62 51.94%),51 (0.40),←,
26,"Rocca, Saverio",32y 259d,254 (118-3-133 47.05%),741 (2.92),98 (48-1-49 49.49%),227 (2.32)
34,"Schwarze, Ben",22y 347d,8 (5-0-3 62.50%),2 (0.25),←,
7,"Simpson, Adam",30y 171d,241 (141-1-99 58.71%),70 (0.29),←,
9,"Sinclair, Jess",27y 345d,157 (61-1-95 39.17%),60 (0.38),107 (48-1-58 45.33%),34 (0.32)
19,"Swallow, Andrew",19y 65d,8 (3-0-5 37.50%),2 (0.25),←,
23,"Thompson, Nathan",28y 173d,160 (75-1-84 47.19%),292 (1.83),41 (20-0-21 48.78%),100 (2.44)
14,"Urch, Callum",22y 16d,8 (4-0-4 50.00%),1 (0.13),←,
36,"Watt, Shannon",25y 253d,104 (53-1-50 51.44%),7 (0.07),←,
8,"Wells, Daniel",21y 184d,80 (40-1-39 50.63%),46 (0.57),←,
Totals,Totals,25y 66d,2368 (1174-16-1178 49.58%),2264 (0.96),,
C,"Laidley, Dani",39y 132d,85 (41-1-43 48.82%),,←,
