Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
30,"Adams, Taylor",18y 292d,9 (1-0-8 11.11%),3 (0.33),←,
14,"Bugg, Tomas",19y 94d,13 (1-0-12 7.69%),2 (0.15),←,
18,"Cameron, Jeremy",19y 98d,12 (1-0-11 8.33%),22 (1.83),←,
3,"Coniglio, Stephen",18y 206d,10 (1-0-9 10.00%),2 (0.20),←,
11,"Cornes, Chad",32y 239d,250 (134-1-115 53.80%),177 (0.71),11 (1-0-10 9.09%),2 (0.18)
1,"Davis, Phil",21y 313d,32 (12-0-20 37.50%),4 (0.13),14 (1-0-13 7.14%),3 (0.21)
22,"Edwards, Shaun",18y 208d,6 (0-0-6 0.00%),1 (0.17),←,
26,"Giles, Jonathan",24y 182d,13 (1-0-12 7.69%),12 (0.92),←,
35,"Greene, Toby",18y 287d,12 (1-0-11 8.33%),4 (0.33),←,
2,"Hampton, Curtly",19y 120d,9 (0-0-9 0.00%),5 (0.56),←,
19,"Haynes, Nick",20y 51d,2 (0-0-2 0.00%),,←,
40,"Kennedy, Adam",19y 362d,9 (1-0-8 11.11%),,←,
38,"McDonald, James",35y 277d,261 (103-1-157 39.66%),59 (0.23),10 (0-0-10 0.00%),3 (0.30)
39,"Mohr, Tim",23y 263d,13 (1-0-12 7.69%),1 (0.08),←,
7,"Palmer, Rhys",23y 146d,64 (22-0-42 34.38%),28 (0.44),11 (1-0-10 9.09%),5 (0.45)
12,"Patton, Jonathon",19y 49d,4 (0-0-4 0.00%),2 (0.50),←,
27,"Phillips, Andrew",21y 5d,6 (1-0-5 16.67%),2 (0.33),←,
34,"Smith, Devon",19y 49d,13 (1-0-12 7.69%),3 (0.23),←,
20,"Tomlinson, Adam",18y 333d,7 (0-0-7 0.00%),1 (0.14),←,
17,"Treloar, Adam",19y 121d,11 (1-0-10 9.09%),5 (0.45),←,
8,"Ward, Callan",22y 89d,74 (33-0-41 44.59%),39 (0.53),14 (1-0-13 7.14%),6 (0.43)
16,"Wilson, Nathan",19y 183d,6 (0-0-6 0.00%),5 (0.83),←,
Totals,Totals,21y 197d,836 (315-2-519 37.68%),377 (0.45),,
C,"Sheedy, Kevin",64y 197d,648 (387-6-255 60.19%),,14 (1-0-13 7.14%),
