Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Acres, Blake",13,5,5,18,1,,,3.0,1.0,4.0,3.0,6.0,1.0,1.0,,6.0,13.0,,1.0,1.0,,1.0,82.0
37,"Boyd, Jordan",8,1,1,9,,,,3.0,4.0,1.0,,2.0,,,,3.0,5.0,,,2.0,,,80.0
5,"Cerra, Adam",13,6,17,30,,,,4.0,2.0,4.0,4.0,3.0,4.0,,,10.0,21.0,,,2.0,,1.0,76.0
39,"Cincotta, Alex",6,1,4,10,,,,2.0,4.0,,,2.0,2.0,,,7.0,3.0,,,3.0,,,78.0
46,"Cottrell, Matthew",7,4,5,12,,1.0,,1.0,3.0,,,3.0,2.0,,,3.0,9.0,,1.0,1.0,,,79.0
9,"Cripps, Patrick",7,2,16,23,,,,2.0,,2.0,5.0,4.0,1.0,,2.0,13.0,12.0,,,1.0,1.0,1.0,84.0
30,"Curnow, Charlie",8,6,3,11,1,,,2.0,,4.0,,3.0,,1.0,,2.0,8.0,,1.0,,,,90.0
12,"De Koning, Tom",6,2,2,8,,,26.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,,8.0,2.0,1.0,,2.0,,,83.0
15,"Docherty, Sam",13,4,13,26,,1.0,,2.0,4.0,2.0,4.0,2.0,1.0,,,5.0,20.0,,,2.0,,,87.0
2 ↑,"Dow, Paddy",4,1,5,9,,,,1.0,2.0,2.0,,2.0,,,,1.0,8.0,,,2.0,,,34.0
25,"Fisher, Zac",4,1,10,14,1,,,1.0,1.0,1.0,1.0,,2.0,,,4.0,10.0,,,,,,77.0
17,"Kemp, Brodie",11,10,3,14,,,,1.0,5.0,1.0,,2.0,,,,5.0,9.0,3.0,,3.0,,,86.0
7,"Kennedy, Matthew",8,2,12,20,,,,2.0,1.0,4.0,2.0,2.0,2.0,,,8.0,12.0,,,1.0,,,75.0
11,"McGovern, Mitch",15,8,5,20,,,,2.0,5.0,2.0,,4.0,,,,2.0,14.0,2.0,,2.0,,1.0,80.0
10,"McKay, Harry",11,9,1,12,3,2.0,,2.0,1.0,3.0,,2.0,2.0,2.0,,6.0,6.0,3.0,5.0,,,,95.0
3,"Motlop, Jesse",8,3,3,11,,1.0,,2.0,1.0,2.0,,6.0,,1.0,,5.0,7.0,1.0,1.0,,,,68.0
4,"OBrien, Lochie",7,4,2,9,,,,,1.0,1.0,,2.0,,,,1.0,7.0,1.0,,,,,73.0
44,"Owies, Matthew",3,1,2,5,,,,3.0,,1.0,1.0,3.0,,1.0,,2.0,3.0,,,2.0,,1.0,74.0
42,"Saad, Adam",10,3,4,14,,,,3.0,3.0,1.0,1.0,2.0,,1.0,,4.0,7.0,,,5.0,3.0,,79.0
1 ↓,"Silvagni, Jack",3,2,1,4,,1.0,,1.0,,,,2.0,1.0,1.0,,1.0,3.0,,,,,,37.0
18,"Walsh, Sam",8,1,14,22,,,,2.0,1.0,2.0,4.0,5.0,1.0,3.0,,12.0,14.0,,,,,,88.0
23,"Weitering, Jacob",12,8,4,16,,,,,6.0,,,3.0,1.0,,,7.0,7.0,3.0,,1.0,,,100.0
33,"Young, Lewis",5,4,6,11,,,2.0,2.0,5.0,,1.0,3.0,,1.0,,4.0,6.0,1.0,,11.0,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,88,138,328,6,8.0,28.0,43.0,51.0,39.0,29.0,67.0,22.0,13.0,2.0,119.0,206.0,15.0,9.0,41.0,4.0,5.0,
Opposition,Opposition,215,92,163,378,8,13.0,33.0,54.0,33.0,59.0,38.0,56.0,13.0,22.0,4.0,148.0,237.0,16.0,15.0,45.0,4.0,6.0,
