Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Chick, Daniel",6,2,5,11,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Collins, Andrew",13,4,4,17,,,,,,,,,2.0,,,,,,,,,,
3,"Condon, Anthony",16,7,3,19,,,3.0,2.0,,,,,4.0,2.0,,,,,,,,,
9,"Crawford, Shane",19,7,7,26,1,,,2.0,,,,,4.0,2.0,,,,,,,,,
23,"Crawshay, Simon",8,5,2,10,,,1.0,1.0,,,,,,,,,,,,,,,
19,"Dunstall, Jason",1,,3,4,,,,1.0,,,,,1.0,,,,,,,,,,
34,"Graham, Mark",13,2,4,17,,,,1.0,,,,,1.0,,,,,,,,,,
22,"Hargreaves, Tim",6,3,1,7,,1.0,,1.0,,,,,1.0,,,,,,,,,,
2,"Holland, Nick",14,10,5,19,,,2.0,2.0,,,,,,,,,,,,,,,
17,"Hudson, Paul",13,6,2,15,4,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
1,"Jencke, Ray",4,3,3,7,,,,1.0,,,,,1.0,,,,,,,,,,
12,"Lawrence, Stephen",2,1,2,4,,,2.0,1.0,,,,,1.0,,,,,,,,,,
44,"Platten, John",13,2,3,16,2,,,3.0,,,,,,,,,,,,,,,
18,"Pritchard, Darrin",15,2,5,20,,,,2.0,,,,,1.0,5.0,,,,,,,,,
38,"Rawlings, Jade",4,2,,4,,3.0,,,,,,,,,,,,,,,,,
4,"Salmon, Paul",11,9,6,17,2,,9.0,1.0,,,,,2.0,2.0,,,,,,,,,
21,"Stevenson, Shayne",6,1,5,11,,,,,,,,,,,,,,,,,,,
25,"Taylor, Jason",14,8,3,17,,2.0,4.0,2.0,,,,,3.0,1.0,,,,,,,,,
6,"Taylor, Richard",11,2,5,16,,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
33,"Treleven, Craig",1,1,2,3,,,,2.0,,,,,,,,,,,,,,,
30,"Woods, Tony",6,1,3,9,,,,2.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,78,73,269,9,11.0,21.0,28.0,,,,,28.0,15.0,,,,,,,,,
Opposition,Opposition,213,88,114,327,13,8.0,12.0,36.0,,,,,15.0,28.0,6.0,,,,,,,,
