North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",24y 85d,31 (16-0-15 51.61%),13 (0.42),21 (9-0-12 42.86%),9 (0.43)
18,"Atley, Shaun",25y 227d,160 (82-0-78 51.25%),31 (0.19),←,
50,"Brown, Ben",25y 159d,83 (45-0-38 54.22%),177 (2.13),←,
13,"Clarke, Ryan",20y 315d,27 (10-0-17 37.04%),6 (0.22),←,
10,"Cunnington, Ben",26y 302d,171 (89-0-82 52.05%),71 (0.42),←,
9,"Davies-Uniacke, Luke",18y 324d,5 (2-0-3 40.00%),1 (0.20),←,
1,"Daw, Majak",27y 48d,36 (13-0-23 36.11%),30 (0.83),←,
14,"Dumont, Trent",22y 302d,45 (14-0-31 31.11%),16 (0.36),←,
22,"Goldstein, Todd",29y 301d,196 (100-1-95 51.28%),103 (0.53),←,
39,"Hartung, Billy",23y 94d,69 (46-1-22 67.39%),31 (0.45),6 (3-0-3 50.00%),4 (0.67)
5,"Jacobs, Ben",26y 109d,83 (41-0-42 49.40%),11 (0.13),57 (36-0-21 63.16%),6 (0.11)
34,"Macmillan, Jamie",26y 217d,123 (64-0-59 52.03%),43 (0.35),←,
11,"McDonald, Luke",23y 78d,80 (42-0-38 52.50%),11 (0.14),←,
12,"Simpkin, Jy",20y 54d,19 (6-0-13 31.58%),12 (0.63),←,
25,"Tarrant, Robbie",29y 3d,110 (53-0-57 48.18%),42 (0.38),←,
16,"Thompson, Scott",31y 354d,206 (99-2-105 48.54%),7 (0.03),←,
28,"Turner, Kayne",22y 118d,42 (22-0-20 52.38%),34 (0.81),←,
33,"Vickers-Willis, Ed",22y 31d,13 (7-0-6 53.85%),,←,
30,"Waite, Jarrad",35y 83d,237 (99-4-134 42.62%),358 (1.51),53 (33-0-20 62.26%),106 (2.00)
2,"Williams, Marley",24y 280d,87 (43-0-44 49.43%),9 (0.10),19 (7-0-12 36.84%),3 (0.16)
7,"Ziebell, Jack",27y 59d,172 (83-0-89 48.26%),111 (0.65),←,
44,"Zurhaar, Cameron",19y 341d,6 (1-0-5 16.67%),4 (0.67),←,
Totals,Totals,25y 60d,2001 (977-8-1016 48.83%),1121 (0.56),,
C,"Scott, Brad",41y 360d,185 (94-0-91 50.81%),,←,
