Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",26y 216d,125 (65-1-59 52.40%),53 (0.42),80 (57-1-22 71.88%),29 (0.36)
31,"Andrews, Harris",27y 153d,195 (92-1-102 47.44%),11 (0.06),←,
7,"Berry, Jarrod",26y 97d,142 (78-1-63 55.28%),61 (0.43),←,
34,"Brain, Shadeau",20y 89d,1 (0-1-0 50.00%),,←,
23,"Cameron, Charlie",29y 312d,211 (133-2-76 63.51%),372 (1.76),138 (86-1-51 62.68%),285 (2.07)
3,"Daniher, Joe",30y 69d,186 (90-2-94 48.92%),352 (1.89),78 (50-1-27 64.74%),161 (2.06)
5,"Dunkley, Josh",27y 124d,149 (86-1-62 58.05%),69 (0.46),33 (21-1-11 65.15%),4 (0.12)
28,"Fletcher, Jaspa",20y 78d,23 (14-1-8 63.04%),11 (0.48),←,
30,"Hipwood, Eric",26y 242d,162 (85-1-76 52.78%),239 (1.48),←,
35,"Lester, Ryan",31y 260d,189 (84-1-104 44.71%),47 (0.25),←,
1,"Lohmann, Kai",21y 6d,17 (10-1-6 61.76%),8 (0.47),←,
6,"McCluggage, Hugh",26y 70d,164 (91-1-72 55.79%),102 (0.62),←,
46,"McInerney, Oscar",29y 307d,134 (83-1-50 62.31%),54 (0.40),←,
26,"McKenna, Conor",28y 45d,109 (55-2-52 51.38%),27 (0.25),30 (20-1-9 68.33%),7 (0.23)
13,"Morris, Logan",19y 2d,2 (1-1-0 75.00%),3 (1.50),←,
9,"Neale, Lachie",30y 354d,254 (143-1-110 56.50%),116 (0.46),119 (78-1-40 65.97%),49 (0.41)
40,"Payne, Jack",24y 210d,58 (35-1-22 61.21%),2 (0.03),←,
20,"Prior, Jaxon",22y 343d,36 (26-1-9 73.61%),11 (0.31),←,
16,"Rayner, Cam",24y 204d,122 (72-1-49 59.43%),109 (0.89),←,
38,"Reville, Bruce",23y 80d,2 (1-1-0 75.00%),,←,
22,"Sharp, Harry",21y 147d,12 (8-1-3 70.83%),3 (0.25),←,
44,"Wilmot, Darcy",20y 133d,38 (24-1-13 64.47%),6 (0.16),←,
15,"Zorko, Dayne",35y 93d,259 (119-1-139 46.14%),230 (0.89),←,
Totals,Totals,25y 301d,2590 (1395-26-1169 53.86%),1886 (0.73),,
C,"Fagan, Chris",62y 324d,171 (95-1-75 55.85%),,←,
