Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",20y 329d,58 (27-1-30 47.41%),74 (1.28),←,
3,"Bartel, Jimmy",21y 125d,43 (20-1-22 47.67%),13 (0.30),←,
17,"Byrnes, Shannon",21y 1d,7 (5-0-2 71.43%),5 (0.71),←,
35,"Chapman, Paul",23y 154d,79 (38-1-40 48.73%),86 (1.09),←,
11,"Corey, Joel",23y 50d,86 (40-1-45 47.09%),29 (0.34),←,
44,"Enright, Corey",23y 206d,67 (27-1-39 41.04%),13 (0.19),←,
16,"Gardiner, Charlie",22y 38d,31 (19-0-12 61.29%),15 (0.48),←,
2,"Harley, Tom",26y 264d,118 (60-2-56 51.69%),7 (0.06),117 (59-2-56 51.28%),6 (0.05)
41,"Hunt, Josh",23y 25d,42 (24-0-18 57.14%),4 (0.10),←,
28,"Johnson, David",23y 162d,32 (15-0-17 46.88%),5 (0.16),←,
9,"Kelly, James",21y 100d,49 (21-1-27 43.88%),24 (0.49),←,
1,"King, Steven",26y 137d,156 (76-1-79 49.04%),71 (0.46),←,
18,"Kingsley, Kent",26y 194d,92 (49-0-43 53.26%),179 (1.95),80 (38-0-42 47.50%),169 (2.11)
45,"Ling, Cameron",24y 40d,93 (46-2-45 50.54%),44 (0.47),←,
4,"Mackie, Andrew",20y 244d,16 (10-0-6 62.50%),12 (0.75),←,
39,"Milburn, Darren",27y 358d,145 (69-0-76 47.59%),52 (0.36),←,
6,"Ottens, Brad",25y 73d,132 (54-0-78 40.91%),155 (1.17),3 (1-0-2 33.33%),3 (1.00)
22,"Playfair, Henry",22y 76d,26 (14-1-11 55.77%),9 (0.35),←,
15,"Riccardi, Peter",32y 112d,262 (145-3-114 55.92%),269 (1.03),←,
33,"Rooke, Max",23y 110d,47 (19-1-27 41.49%),5 (0.11),←,
30,"Scarlett, Matthew",25y 307d,119 (60-1-58 50.84%),10 (0.08),←,
10,"Tenace, Kane",19y 278d,15 (9-0-6 60.00%),4 (0.27),←,
Totals,Totals,23y 303d,1715 (847-17-851 49.39%),1085 (0.63),,
C,"Thompson, Mark",41y 140d,117 (56-2-59 48.72%),,←,
